movement_count,span_seconds,movements_per_minute,interval_cv,burst_count,mean_burst_size,max_burst_size,duration_std_seconds,peak_amplitude_std,dominant_frequency_std_hz,dominant_direction,direction_counts,movements_early_third,movements_mid_third,movements_late_third,artifact_filtered_fraction,dataset,subject_id,record_id
760,3536.0479369163513,12.895752776407768,1.1470999558846822,394,1.9289340101522843,20,0.9604658304519132,774.6728724462885,2.7582791092175443,ax,"{'ax': 326, 'ay': 252, 'az': 182}",233,254,273,0.0,FOUR_IMU,record_40,record_40
764,4051.084867954254,11.315487454388634,1.1460049302085151,417,1.8321342925659472,17,0.8223486728838111,484.9630659545885,3.134656791135792,az,"{'az': 292, 'ax': 288, 'ay': 184}",243,289,232,0.0,FOUR_IMU,record_41,record_41
629,3685.4201271533966,10.240352170961366,1.1725002603970656,342,1.8391812865497077,21,1.07630626494832,608.2611199328229,2.9894634536641584,az,"{'az': 218, 'ax': 217, 'ay': 194}",178,211,240,0.0,FOUR_IMU,record_42,record_42
690,3623.4722630977626,11.425504873219726,1.1560166872704047,374,1.8449197860962567,19,0.8784968574719674,460.21604008016783,2.7485857186640685,ax,"{'ax': 242, 'az': 225, 'ay': 223}",217,216,257,0.0,FOUR_IMU,record_43,record_43
723,2889.786609888077,15.011489032292296,1.1335551244096498,338,2.13905325443787,25,1.0717392365130496,1115.5992226225446,2.6293843564239663,ay,"{'ay': 323, 'ax': 204, 'az': 196}",249,247,227,0.0,FOUR_IMU,record_44,record_44
782,4073.0179591178894,11.519713507514625,1.1466334012875319,450,1.7377777777777779,16,1.0001748207695342,701.7905521804898,2.9787525913085404,ax,"{'ax': 303, 'az': 245, 'ay': 234}",236,289,257,0.0,FOUR_IMU,record_45,record_45
1560,2943.5559072494507,31.798274926418067,1.3764600598104884,356,4.382022471910112,69,1.0038262994770328,680.296641781943,3.2211796674689497,az,"{'az': 796, 'ay': 466, 'ax': 298}",570,549,441,0.0,FOUR_IMU,record_5,record_5
937,3122.7214260101314,18.003527157986586,1.2703805006326199,369,2.5392953929539295,37,0.9658382332628223,524.0784766305799,3.403169164984133,az,"{'az': 451, 'ax': 244, 'ay': 242}",491,213,233,0.0,FOUR_IMU,record_6,record_6
908,3247.9972500801086,16.773413215992193,1.349029245651089,368,2.467391304347826,24,0.922340414884106,432.04214742499676,3.551296056093027,az,"{'az': 514, 'ay': 226, 'ax': 168}",476,268,164,0.0,FOUR_IMU,record_7,record_7
809,2822.933276891709,17.194880374022404,1.3782501163378809,317,2.55205047318612,27,0.6414080470863415,579.3258670891126,3.6842897279950915,az,"{'az': 410, 'ay': 224, 'ax': 175}",433,219,157,0.0,FOUR_IMU,record_8,record_8
