movement_count,span_seconds,movements_per_minute,interval_cv,burst_count,mean_burst_size,max_burst_size,duration_std_seconds,peak_amplitude_std,dominant_frequency_std_hz,dominant_direction,direction_counts,movements_early_third,movements_mid_third,movements_late_third,artifact_filtered_fraction,dataset,subject_id,record_id
25,15225.31,0.09852016149424873,4.704274327605308,9,2.7777777777777777,7,28.55086447185108,0.9043804931512597,1.6525317979372025,ax,"{'ax': 10, 'az': 9, 'ay': 6}",21,0,4,0.0,COUGH,5,005_Trial_1_No_Talking
11,676.598,0.9754684465517192,1.477441574728234,8,1.375,2,40.52071576882844,1.04229275320396,3.1745603200114063,ax,"{'ax': 7, 'az': 4}",3,2,6,0.0,COUGH,5,005_Trial_2_Talking
7,452.244,0.9287022050043782,1.2764268094130424,5,1.4,3,51.26598324750373,1.1671319260120843,2.807928912730233,ax,{'ax': 7},1,3,3,0.0,COUGH,5,005_Trial_3_Nonverbal
2,467.83700000000005,0.2564995928068964,,2,1.0,1,102.70725996734606,0.9347777627210954,1.4475882717303723,ay,{'ay': 2},1,0,1,0.0,COUGH,6,006_Trial_1_No_Talking
2,471.851,0.25431757058902066,,2,1.0,1,107.0241468664899,0.935922304550854,0.5220272197245585,ay,{'ay': 2},1,0,1,0.0,COUGH,6,006_Trial_2_Talking
5,452.577,0.6628706275396231,1.1726848763008388,3,1.6666666666666667,3,60.62738050171721,1.2293941600561138,1.5031054280011082,ay,{'ay': 5},3,1,1,0.0,COUGH,6,006_Trial_3_Nonverbal
4,609.202,0.3939579975114987,0.6791034100620599,4,1.0,1,68.7172099016445,1.4141701048627735,2.3428125445716184,ay,{'ay': 4},1,2,1,0.0,COUGH,7,007_Trial_1_No_Talking
6,609.86,0.5902994129800282,1.4857813520458925,3,2.0,3,52.15526776718406,1.1296363031380923,1.9930437297934365,ay,{'ay': 6},2,2,2,0.0,COUGH,7,007_Trial_2_Talking
11,624.35,1.057099383358693,2.1338628225229805,4,2.75,6,36.43054188751769,1.3004027168012016,2.147586717897712,ay,{'ay': 11},3,6,2,0.0,COUGH,7,007_Trial_3_Nonverbal
2,462.325,0.2595576704699075,,2,1.0,1,94.57128934301362,0.3322341450339806,2.232823160626883,ay,{'ay': 2},1,0,1,0.0,COUGH,8,008_Trial_1_No_Talking
2,455.318,0.2635520669070847,,2,1.0,1,90.61290558193132,0.5020346585913894,0.4422145838895263,ay,{'ay': 2},1,0,1,0.0,COUGH,8,008_Trial_2_Talking
4,444.58,0.5398353502181835,0.8666476309334904,3,1.3333333333333333,2,66.94768330569775,1.0118043223521611,2.307794110567702,ay,"{'ay': 3, 'az': 1}",2,0,2,0.0,COUGH,8,008_Trial_3_Nonverbal
12,618.3059999999999,1.1644719604855849,1.5772821144571512,5,2.4,5,42.373811922112985,1.1156295594827297,2.439036161185258,ax,"{'ax': 10, 'ay': 1, 'az': 1}",4,3,5,0.0,COUGH,9,009_Trial_1_No_Talking
25,1141.646,1.313892397468217,2.2773198201211824,9,2.7777777777777777,8,27.57654200179325,1.1678950613716,2.731713614182397,az,"{'az': 16, 'ax': 8, 'ay': 1}",21,2,2,0.0,COUGH,9,009_Trial_2_Talking
10,599.92,1.000133351113482,1.287312996627646,6,1.6666666666666667,3,45.10648978793284,1.194335196201607,1.5184391421585905,ax,{'ax': 10},2,2,6,0.0,COUGH,9,009_Trial_3_Nonverbal
4,454.572,0.5279691666006705,1.7231330224127683,2,2.0,2,67.8640264966155,0.7420262184840363,1.646940256184876,ax,{'ax': 4},2,0,2,0.0,COUGH,10,010_Trial_1_No_Talking
6,462.483,0.778406990094771,2.1952143431447486,2,3.0,3,56.35499840357258,0.7973242382939036,1.6345696890413897,ax,{'ax': 6},3,0,3,0.0,COUGH,10,010_Trial_2_Talking
5,441.52000000000004,0.679470918644682,1.9850705559280732,2,2.5,3,59.183332440814794,0.7565316237639776,0.9054679747597486,ax,{'ax': 5},3,0,2,0.0,COUGH,10,010_Trial_3_Nonverbal
9,612.485,0.8816542445937451,1.997821508163612,3,3.0,5,44.85165253923203,1.7176577633943988,1.6235909578795542,ax,{'ax': 9},3,1,5,0.0,COUGH,11,011_Trial_1_No_Talking
7,594.1709999999999,0.7068672149936636,1.6350431987486012,3,2.3333333333333335,3,49.20203402541499,1.6102627009169215,1.1696319869297958,ax,{'ax': 7},3,2,2,0.0,COUGH,11,011_Trial_2_Talking
34,1034.319,1.972312217023955,3.257948472476088,9,3.7777777777777777,8,22.904934450191234,1.359177069651523,2.717300522591975,ax,"{'ax': 21, 'az': 12, 'ay': 1}",27,3,4,0.0,COUGH,11,011_Trial_3_Nonverbal
2,438.5540000000001,0.2736265089361857,,2,1.0,1,97.69033735482746,0.16782878263492385,1.4789749034587476,ay,{'ay': 2},1,0,1,0.0,COUGH,12,012_Trial_1_No_Talking
4,460.601,0.5210583563648363,1.3876890433906743,3,1.3333333333333333,2,66.59598697306518,1.1115513860157733,2.4262737619515207,ay,{'ay': 4},1,2,1,0.0,COUGH,12,012_Trial_2_Talking
7,450.506,0.9322850306100252,1.1888994949476228,6,1.1666666666666667,2,51.09609805529371,1.2488502345560564,2.109757671309472,ay,{'ay': 7},1,4,2,0.0,COUGH,12,012_Trial_3_Nonverbal
2,449.842,0.26676032918224624,,2,1.0,1,100.74645286311573,0.3805547887640166,1.2250116228327357,ay,{'ay': 2},1,0,1,0.0,COUGH,13,013_Trial_1_No_Talking
4,574.194,0.4179771993437758,0.05947900995731938,4,1.0,1,69.05884444684355,1.0985858041690837,1.41778870748279,ay,"{'ay': 2, 'az': 2}",2,1,1,0.0,COUGH,13,013_Trial_2_Talking
2,432.29699999999997,0.2775869367587561,,2,1.0,1,91.67215154014876,0.8346478776178388,1.50052419932435,ay,{'ay': 2},1,0,1,0.0,COUGH,13,013_Trial_3_Nonverbal
36,2082.405,1.0372622040381192,3.9727841131270774,8,4.5,17,12.266530379418912,0.5870229772770952,2.0773624927996908,ax,"{'ax': 27, 'az': 6, 'ay': 3}",28,0,8,0.0,COUGH,14,014_Trial_1_No_Talking
7,620.615,0.6767480644199705,1.737217951065077,3,2.3333333333333335,3,48.10733519903572,0.7431593989197766,1.291068230540345,ax,{'ax': 7},3,3,1,0.0,COUGH,14,014_Trial_2_Talking
7,441.148,0.9520614396982418,2.3730429105928446,2,3.5,4,26.935939033548603,0.5471641119955277,1.171436750372654,ax,"{'ax': 6, 'az': 1}",3,0,4,0.0,COUGH,14,014_Trial_3_Nonverbal
3,445.267,0.40425183092391753,1.3715948037059098,2,1.5,2,77.56532798443729,1.3331685219667557,2.496873243876788,ax,{'ax': 3},2,0,1,0.0,COUGH,15,015_Trial_1_No_Talking
5,573.156,0.5234177082679061,1.313760091501431,3,1.6666666666666667,3,61.81513118403937,1.8666224193419687,2.2463049025364072,ax,{'ax': 5},1,1,3,0.0,COUGH,15,015_Trial_2_Talking
9,586.7199999999999,0.9203708753749661,1.9365657576109097,3,3.0,5,40.014809730273605,1.460925645936269,1.9082990193301386,ax,"{'ax': 8, 'az': 1}",2,3,4,0.0,COUGH,15,015_Trial_3_Nonverbal
6,448.34400000000005,0.8029548739360848,2.207276297806725,2,3.0,3,45.12194378237717,0.6543566988639601,1.3240334083353487,ay,{'ay': 6},3,0,3,0.0,COUGH,16,016_Trial_1_No_Talking
9,440.34599999999995,1.22630840293769,1.7910280540036665,3,3.0,7,24.367748870176758,0.8459880021708539,1.2460729477283072,ay,{'ay': 9},1,1,7,0.0,COUGH,16,016_Trial_2_Talking
4,448.223,0.5354477570316561,1.7055697508515033,2,2.0,3,68.26876642848225,0.9411518394437636,1.4635586225898598,ay,{'ay': 4},1,0,3,0.0,COUGH,16,016_Trial_3_Nonverbal
5,606.33,0.4947800702587699,1.2848678448727873,3,1.6666666666666667,3,64.7391104356555,0.8768195955578835,1.6496048779172503,ax,{'ax': 5},3,1,1,0.0,COUGH,17,017_Trial_1_No_Talking
59,684.63,5.1706761316331455,6.4742015981581895,3,19.666666666666668,54,17.175531843207043,0.7210853300982564,2.471393194970224,ax,{'ax': 59},4,1,54,0.0,COUGH,17,017_Trial_2_Talking
21,719.37,1.75153259101714,2.6551880313988474,8,2.625,5,30.483477843392006,0.9286182291846311,2.029703276128213,ax,"{'ax': 14, 'az': 7}",3,2,16,0.0,COUGH,17,017_Trial_3_Nonverbal
