dataset,segment_id,candidate_id,start_timestamp,end_timestamp,duration_seconds,sample_count,start_index,end_index,peak_activity_score,threshold_used,filtered,filter_skip_reason,subject_id,record_id,sensor_id,true_label,primary_rms,primary_peak,primary_peak_to_peak,primary_std,primary_variance,primary_zero_crossing_rate,primary_energy,primary_mean_energy,primary_dominant_frequency_hz,primary_spectral_centroid_hz,primary_band_power,primary_spectral_entropy,primary_ax_contribution,primary_ay_contribution,primary_az_contribution,primary_directional_consistency,secondary_rms,secondary_peak,secondary_peak_to_peak,secondary_std,secondary_variance,secondary_zero_crossing_rate,secondary_energy,secondary_mean_energy,sensors_involved,max_sensor_overlap_fraction
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0011,82.462,82.958,0.4959999999999951,50,8133,8183,0.0678889532477176,0.0343360183689964,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.03977726003169131,0.0678889532477176,0.06573056974766472,0.016507234135042077,0.0002724887787890984,0.16326530612244897,0.07911152078143935,0.001582230415628787,8.0,9.36368540607654,6.934480466089998e-05,0.5405736006482088,0.7353317392965627,0.2047036159790367,0.05996464472440059,0.7353317392965627,7.069516527897961,10.73087543217382,7.1433719258879576,2.2176551044317656,4.917994162212264,0.10204081632653061,2498.9031969111224,49.97806393822245,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0012,107.272,111.732,4.459999999999994,441,10580,11021,0.4949603129750213,0.0343360183689964,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.12489199342988959,0.49496031297502135,0.4933927749227854,0.08455922982347447,0.007150263348339173,0.07727272727272727,6.878722420095189,0.015598010022891583,0.45454545454545453,2.686490156538053,0.0071717725770464626,0.5662698400651248,0.09125948407974172,0.6339667642182325,0.2747737517020258,0.6339667642182325,25.827748965956022,95.73312661470624,93.24988318956811,15.408923414357513,237.4349207895352,0.05909090909090909,294179.02394196315,667.0726166484425,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0013,126.161,126.779,0.617999999999995,62,12443,12505,0.2880825778580763,0.0343360183689964,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.0959273788426482,0.28808257785807634,0.27554170106794584,0.06083939301665014,0.0037014317426344178,0.09836065573770492,0.5705278447204988,0.009202062011620948,6.451612903225807,7.724632101033359,6.24261879911321e-05,0.6464266091352425,0.23935196377339418,0.6470544168926475,0.11359361933395824,0.6470544168926475,19.323358521706652,54.925404347092545,52.3999170154037,11.684141807527526,136.51916977841262,0.08196721311475409,23150.31544262161,373.3921845584131,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0001,COUGH_Trial_1_No_Talking_IMU_seg0001_c0014,128.067,138.835,10.768,1063,12631,13694,1.079474304800328,0.0343360183689964,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.20579297354955192,1.0794743048003281,1.0783789674020872,0.1259664659100415,0.015867550533865647,0.1431261770244821,45.01884508399567,0.042350747962366576,0.18832391713747645,7.214194762728261,0.04025567468598901,0.7895022870265507,0.3432956570818241,0.2288438874500061,0.42786045546816975,0.42786045546816975,106.18658560525988,601.134655260105,600.7020199201089,73.4490966609523,5394.769800309916,0.1016949152542373,11985953.193140885,11275.590962503184,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0001,259.529,260.736,1.2069999999999936,120,134,254,0.627280315703024,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.3300055043602236,0.627280315703024,0.5502363202684342,0.1311904998737924,0.01721094725713552,0.06722689075630252,13.068435948965465,0.10890363290804554,1.6666666666666667,3.1903142050890883,0.009597199236688916,0.4347421144182722,0.1896187689108333,0.6647203044945341,0.14566092659463248,0.6647203044945341,127.42305157994015,295.08920524276533,289.20958194944836,57.07780928600019,3257.876312889009,0.11764705882352941,1948396.0888732905,16236.634073944088,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0002,261.892,262.784,0.8919999999999959,89,367,456,0.8938408714302275,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.3741644111212412,0.8938408714302275,0.8307608274751896,0.1800650351587261,0.03242341688671327,0.09090909090909091,12.459911582923764,0.1399990065497052,2.272727272727273,6.795379077478282,0.007100910133778742,0.6541530089323722,0.23537577691184333,0.37293296432746115,0.39169125876069544,0.39169125876069544,213.84844288134852,515.1334709609771,489.60033203920494,106.73381784769336,11392.107872344586,0.125,4070072.9305271865,45731.156522777375,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0003,271.97,272.518,0.547999999999945,55,1361,1416,0.3842478094757318,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.20920947695400327,0.38424780947573184,0.31851906925494705,0.08926421528987477,0.007968100131317114,0.1111111111111111,2.4072732886052197,0.04376860524736763,3.7037037037037033,9.180720095898085,0.0006816278060625553,0.724329112519197,0.38700476789089233,0.2586879123939351,0.3543073197151725,0.38700476789089233,154.46584146134643,358.9837394734889,325.7181960344185,78.0367973852433,6089.741746145516,0.12962962962962962,1312283.2898098996,23859.69617836181,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0004,276.968,279.452,2.4839999999999804,246,1854,2100,1.1750078432401094,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.27744546742303655,1.1750078432401094,1.163310954937395,0.16947495434231105,0.028721760149328417,0.09795918367346938,18.936092898822462,0.07697598739358724,2.4390243902439024,6.293520309946101,0.007570309122689324,0.7190219429755119,0.2714438877613308,0.3305588581177327,0.3979972541209364,0.3979972541209364,179.88395606655268,823.0249051735456,813.5068160259156,118.89180446762659,14135.261169568354,0.10204081632653061,7960126.46193775,32358.237650153453,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0005,280.091,281.591,1.5,149,2162,2311,1.1562865209231874,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.32086680786900673,1.1562865209231874,1.136174752105946,0.18350176540280522,0.033672897905946166,0.17567567567567569,15.340370750414866,0.10295550839204608,1.3513513513513513,7.32252659626159,0.010635204560006687,0.7245303284171143,0.26884107362059156,0.5237961303454945,0.20736279603391392,0.5237961303454945,186.18630324006622,511.6624209705463,492.1740290599573,106.02347216207747,11240.976649302815,0.16891891891891891,5165135.587616082,34665.33951420189,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0006,282.433,283.396,0.9630000000000224,96,2393,2489,0.7710775201815899,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.31602197097698487,0.7710775201815899,0.7503935066410137,0.14446085391854593,0.020868938314875466,0.25263157894736843,9.587509069457115,0.09986988614017828,4.166666666666667,13.257347665130517,0.008196360022038246,0.8385354585871256,0.38130555720804904,0.21533337199722535,0.4033610707947256,0.4033610707947256,160.94390498126182,445.4529870777104,423.6291311164662,81.2208646159725,6596.8288489661345,0.16842105263157894,2486682.292859274,25902.940550617437,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0007,285.707,287.116,1.4089999999999918,140,2716,2856,1.3758686284486266,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.7290074842982421,1.3758686284486266,1.2433071833006801,0.3667710422427349,0.134520997427822,0.04316546762589928,74.40326770279924,0.5314519121628517,2.8571428571428568,2.916914021221455,0.09606071562311515,0.39388610266375895,0.18614168716748536,0.3022541379662565,0.5116041748662582,0.5116041748662582,143.82096584045948,383.87452248655836,372.3700609367686,74.83398516805376,5600.12533613249,0.07194244604316546,2895825.8301395657,20684.470215282614,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0008,305.985,306.42,0.4350000000000023,44,4716,4760,0.4292552311084406,0.3495783718104222,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.3092566921117447,0.42925523110844066,0.2477938792118469,0.07082904742198111,0.005016753958705249,0.18604651162790697,4.208146871099533,0.09563970161589848,4.545454545454546,11.213205158420784,0.0006784091333233155,0.6939084219793967,0.39407702078438717,0.3807142065616086,0.22520877265400427,0.39407702078438717,138.59116239630524,203.13070447420063,150.25180068875065,40.21992775101177,1617.6425882966066,0.18604651162790697,845130.4529517983,19207.510294359054,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0001,14762.583,14766.202,3.6189999999987776,358,1367,1725,4.019169121980543,0.4017232258840914,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,1.1110309642366474,4.019169121980543,3.9725170935388667,0.6473437517839306,0.41905393297369514,0.09523809523809523,441.91154965035605,1.2343898034926146,1.6759776536312847,5.776432464582873,0.6598651201763015,0.7020712985107117,0.7516000199790902,0.08721661539017402,0.1611833646307358,0.7516000199790902,96.13243270248566,286.0875039926033,278.0276661216516,53.83163859821419,2897.845314168744,0.1400560224089636,3308437.1729926607,9241.444617297935,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0002,14973.481,14974.15,0.668999999999869,67,22168,22235,0.457524847327447,0.4017232258840914,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.27342419416151975,0.457524847327447,0.4167233919124242,0.12248919972992162,0.01500360405047663,0.12121212121212122,5.008972926842722,0.07476078995287644,3.0303030303030303,6.72085645563601,0.0025464754145903693,0.6086875445807242,0.6910490893062335,0.04537100833181159,0.26357990236195483,0.6910490893062335,27.79808106301319,55.904392525161676,51.03471039890156,11.862569331549583,140.7205511458207,0.15151515151515152,51773.13182265211,772.7333107858524,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0003,14992.521,14993.169,0.6479999999992287,65,24046,24111,0.4603171104979854,0.4017232258840914,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.23102401666407238,0.4603171104979854,0.43709866546327997,0.12662482916512363,0.016033847361096747,0.0625,3.469186257914104,0.0533720962756016,3.125,6.551443877639201,0.002442396134867886,0.5185301751036782,0.596884939018489,0.15052558285323467,0.25258947812827626,0.596884939018489,35.313901121608296,72.79642510627271,66.3952630890252,15.97902061771101,255.32909990123355,0.125,81059.6548077373,1247.0716124267276,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0004,15086.246,15086.722,0.4760000000005675,48,33290,33338,0.7445972360906921,0.4017232258840914,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.3739562488273554,0.7445972360906921,0.694985076627374,0.16531532706983706,0.027329157364207202,0.1276595744680851,6.712477249777293,0.13984327603702693,4.166666666666667,5.365592146915988,0.003395084231314843,0.5132209094753769,0.743301513206756,0.05536557272676562,0.20133291406647838,0.743301513206756,40.41324024280388,83.33086874187862,79.44057175202421,17.145225192947944,293.9587469168968,0.2127659574468085,78395.039372284,1633.2299869225833,,
COUGH,COUGH_Trial_1_No_Talking_IMU_seg0003,COUGH_Trial_1_No_Talking_IMU_seg0003_c0005,15087.705,15088.141,0.4359999999996944,44,33434,33478,0.613188296030577,0.4017232258840914,True,,5,Trial_1_No_Talking,IMU,Trial_1_No_Talking,0.3240434752018722,0.613188296030577,0.5901473291555416,0.14157750425092014,0.020044189709919308,0.09302325581395349,4.62018364811988,0.10500417382090638,4.545454545454546,6.661901861564511,0.0027017980970470063,0.4482418900558081,0.8391913877598383,0.06896774158793086,0.0918408706522308,0.8391913877598383,54.427292417648346,104.950863736691,90.29401711377288,23.094744638222483,533.3672299047062,0.16279069767441862,130342.52703631287,2962.3301599162014,,
