dataset,record_identifier,segment_id,sample_count,duration_seconds,sampling_rate_hz,acc_mean,acc_std,acc_rms,acc_peak_to_peak,jerk_rms,jerk_peak_to_peak,acc_dominant_frequency_hz,acc_spectral_centroid_hz,acc_spectral_bandwidth_hz,acc_spectral_energy,gyro_mean,gyro_std,gyro_rms,gyro_peak_to_peak,gyro_dominant_frequency_hz,gyro_spectral_centroid_hz,gyro_spectral_bandwidth_hz,gyro_spectral_energy,subject_id,record_id,sub_dataset,sensor_id,candidate_artifact,candidate_reason,manual_label
FOUR-IMU,"('Sub-dataset One', 'record_12', 'IMU3')",19,4025,138.71619582176208,30.0,17907.842002126,160.67777734950025,17908.5628267944,7148.568710020118,5791.090093462864,260418.8640309722,13.30078125,7.5164997781295035,4.2892884051768245,797275.427013103,1041.2834682604453,201.65547544559254,1060.6300919970588,6683.664715502699,0.41015625,7.178691397755351,4.3773196436426565,434778.8073894278,single_subject,record_12,Sub-dataset One,IMU3,True,unusually_high_acceleration_variability;unusually_high_jerk;unusually_high_gyroscope_variability;unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_12', 'IMU4')",19,4025,138.71619582176208,30.0,16681.46425340017,143.23265632084846,16682.079163920316,6721.989161452109,5314.633380719848,205256.20161988673,1.5380859375,7.675309706844195,4.269146070785863,631611.9334891606,536.649572473597,168.84199189555795,562.5836665451229,5849.701995334425,0.439453125,5.907949507284552,4.505000367410437,412310.2794938653,single_subject,record_12,Sub-dataset One,IMU4,True,unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_13', 'IMU4')",11,409,14.008063077926636,30.0,16769.22132237042,97.89494287971267,16769.5070642665,745.8109477163816,3418.7824279481383,20570.4097247072,3.227383863080685,5.613932833414622,3.882123470873672,148444.5426394243,578.4153737187368,177.48295195060336,605.0326791069108,1395.8445396988016,0.1466992665036675,1.504882880173936,2.5617447656387116,625647.403708119,single_subject,record_13,Sub-dataset One,IMU4,True,unusually_high_gyroscope_variability,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU1')",36,2816,97.22385096549988,30.0,16332.006979172618,106.6614140957554,16332.355268760228,1930.7055962803533,4083.255136388401,32523.25559221828,6.6357421875,7.642394374224287,4.282335599381675,663559.2227093738,250.50394594110813,254.51505592584178,357.11362425004177,4041.2911428336993,0.5126953125,3.607718581775344,4.126729002007204,142586.7640244813,single_subject,record_14,Sub-dataset One,IMU1,True,unusually_high_gyroscope_variability;unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU1')",37,3122,107.77129697799728,30.0,16729.373086376538,159.59285476848984,16730.134301387803,3997.1097333254875,4860.388616700992,91320.52019580555,0.0,7.32884451402808,4.356949588676229,721415.1528122633,316.8403289626772,488.4565534390249,582.2178274964693,6388.469845133081,0.0,1.2080596268898773,2.9349025792350543,948183.354557363,single_subject,record_14,Sub-dataset One,IMU1,True,unusually_high_acceleration_variability;unusually_high_gyroscope_variability;unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU2')",30,1752,60.446110963821184,30.0,16291.89191607259,99.45823810669631,16292.195498032754,2056.1420159398513,4127.871418326884,92438.14438779715,5.787671232876712,7.757751983760079,4.083196758852127,644590.522028266,249.6111824340613,77.10631086134282,261.24916377048226,2402.935198941594,0.5993150684931506,4.898015041515319,3.9229865398665718,498103.6175616372,single_subject,record_14,Sub-dataset One,IMU2,True,unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU2')",36,2816,97.22385096549988,30.0,16162.697859140013,107.8276426268129,16163.057535205511,1814.2055830615664,4005.4426861258207,44637.21504985394,5.9033203125,7.518465358334387,4.215337283347055,594249.8018407702,274.50925697802,232.64642919072182,359.8328684011762,3747.620731253285,0.498046875,5.533813480247761,4.498636487158521,143955.8192461814,single_subject,record_14,Sub-dataset One,IMU2,True,unusually_high_gyroscope_variability;unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU2')",37,3122,107.77129697799728,30.0,16639.57582535538,155.2187146127783,16640.299771852588,2767.8261065500974,4352.983410308554,66246.65278861969,0.0,6.939317227472556,4.321470875248739,668496.6782157214,333.8387913244435,452.9851492662,562.7111906197412,5832.469848853331,0.0,2.5693668295332626,3.7969741301040107,1303414.910417233,single_subject,record_14,Sub-dataset One,IMU2,True,unusually_high_acceleration_variability;unusually_high_gyroscope_variability;unusually_large_acceleration_range,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU3')",36,2816,97.22385096549988,30.0,17456.01704031029,97.05971562262371,17456.286876079917,1622.0799956618284,3475.8994887656695,33192.62153701548,6.7236328125,6.9295192077601575,4.1716700155499895,467852.11368708836,1069.0316937843309,363.952344981536,1129.2874176811476,6177.677274717768,0.5126953125,6.992073969587712,4.505646237761236,379318.2046470697,single_subject,record_14,Sub-dataset One,IMU3,True,unusually_high_gyroscope_variability,
FOUR-IMU,"('Sub-dataset One', 'record_14', 'IMU3')",37,3122,107.77129697799728,30.0,18047.97397386124,138.30019621266413,18048.50385781174,2137.8064799051353,4830.3876550575205,59892.822335781646,6.50390625,7.197678498007401,4.214334072446918,808301.2852622571,1116.4564569825352,465.9665660200865,1209.793313333541,6367.2501667292445,0.0,2.5586397809795187,4.042398999505744,962745.1284334537,single_subject,record_14,Sub-dataset One,IMU3,True,unusually_high_gyroscope_variability;unusually_large_acceleration_range,
