dataset,record_identifier,segment_id,sample_count,duration_seconds,sampling_rate_hz,acc_mean,acc_std,acc_rms,acc_peak_to_peak,jerk_rms,jerk_peak_to_peak,acc_dominant_frequency_hz,acc_spectral_centroid_hz,acc_spectral_bandwidth_hz,acc_spectral_energy,gyro_mean,gyro_std,gyro_rms,gyro_peak_to_peak,gyro_dominant_frequency_hz,gyro_spectral_centroid_hz,gyro_spectral_bandwidth_hz,gyro_spectral_energy,subject_id,sensor_id,candidate_artifact,candidate_reason,manual_label
COUGH,"('013', 'IMU')",3,357,3.61,100.0,0.8832113357545642,0.010684800703191642,0.8832759639950747,0.06459377824078016,0.6083747110131061,4.059470750999469,2.5210084033613445,6.463397189888008,7.2178235727123825,0.0005057794096863924,7.788580900088644,4.322713590010534,8.907740747152861,23.16368193249933,0.5602240896358543,1.4509667535229942,2.3554272389640576,121.61221983548256,013,IMU,True,unusually_high_acceleration_variability,
COUGH,"('017', 'IMU')",38,134,1.3300000000000018,100.0,1.08432120411613,0.005200118221619122,1.0843336732414857,0.03041874484501328,0.4773864189371692,3.002599141462767,5.223880597014925,12.662712867899165,9.666993344300232,4.158977290695588e-05,3.5131080582932706,1.4879983531956924,3.8152414508597237,8.190079968514631,4.477611940298507,6.313094918770359,7.25083734911938,2.3860955043945022,017,IMU,True,unusually_high_acceleration_variability,
COUGH,"('017', 'IMU')",47,94,0.9300000000000637,100.0,1.072234067357011,0.0449142032112793,1.0731743478349938,0.27041041986960745,2.312474841779502,20.275058883257124,2.127659574468085,3.819308417373223,3.9319466521427335,0.0018853038663159422,49.960814646025916,15.572757648463615,52.33157537158938,54.94047735933656,1.0638297872340425,1.3506024815397217,2.4604046126642634,200.90404690469936,017,IMU,True,unusually_high_acceleration_variability,
COUGH,"('017', 'IMU')",48,14122,141.21000000000004,100.0,1.0706706630817997,0.05410899179755749,1.0720370570914834,2.10920295534649,1.8361375902168129,103.07188036046004,4.541015625,4.93494107623309,4.4441178738914155,0.03179472497500065,11.442170406903458,18.65489057137296,21.884428387566285,245.02973106339564,0.048828125,1.9626913966891617,3.998360359240034,5530.26551045844,017,IMU,True,unusually_high_acceleration_variability,
