dataset,record_identifier,segment_id,sample_count,duration_seconds,sampling_rate_hz,acc_mean,acc_std,acc_rms,acc_peak_to_peak,jerk_rms,jerk_peak_to_peak,acc_dominant_frequency_hz,acc_spectral_centroid_hz,acc_spectral_bandwidth_hz,acc_spectral_energy,gyro_mean,gyro_std,gyro_rms,gyro_peak_to_peak,gyro_dominant_frequency_hz,gyro_spectral_centroid_hz,gyro_spectral_bandwidth_hz,gyro_spectral_energy,subject_id,record_id,sub_dataset,sensor_id
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",9,2568,88.46287298202515,30.0,16091.304162544482,97.62264211886533,16091.600288093652,810.2604259246054,3876.578694267095,31252.257243603206,0.0146484375,6.879748158369331,4.658754675917507,676487.8356023341,239.56322592298852,44.45986541503659,243.65389150873833,799.1753731831953,0.4833984375,3.9595161862496564,4.347239891009655,133994.1352805838,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",10,840,28.93785309791565,30.0,16096.493537088349,99.42482681573415,16096.800597811798,741.8978655495484,3882.3841226054883,25203.340695851442,12.928571428571427,7.003209939248183,4.255510339604686,275416.8968807775,249.27312539251514,58.26922862597772,255.9929570273742,853.0624948034344,2.964285714285714,3.958598536559153,3.819266926584638,91507.8357031128,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",11,2665,91.89429807662964,30.0,16067.054011238255,105.67799310425293,16067.401545933739,996.3483640698341,4147.861827422884,37098.24605095283,3.7646484375,7.308270093495746,4.2807224362595235,787235.3838808006,253.85332387462,70.60731918530283,263.48985476622806,994.3424984143759,0.0732421875,3.962088998221394,4.223581447485633,305521.223254556,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",14,6122,211.0652379989623,30.0,16984.81884750023,214.4081698651965,16986.17208630903,2861.34787764473,5063.420591491447,86327.1764312324,0.0,5.917517318779917,4.460620993188094,1175838.2384781279,407.93058052349176,453.4299525171011,609.9230118350131,6471.103999736853,0.0146484375,0.8572291177779567,1.9974596823965656,6041956.340885671,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",15,1632,56.24957013130165,30.0,17084.625954722058,129.6751105501694,17085.118075303395,1223.249890842122,4687.091664143006,46001.682681921724,0.01838235294117647,6.206616420806772,4.493819169492394,1065780.4320780584,304.1451897269476,236.42088852646958,385.22608032905333,5157.387050980475,0.1286764705882353,2.1969687328312473,3.204252371371272,4965360.034274496,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",16,102,3.4779272079467773,30.0,17000.639157419522,130.92433078097048,17001.143283355283,841.3722439607336,4862.116128242188,29929.25038182158,4.705882352941177,5.634625540247597,3.8655785454957727,69366.3663875272,357.8695774722555,314.8859003285343,476.6799394833837,1547.9684261072202,0.5882352941176471,1.2949107537198834,1.720907229185124,550212.0735964442,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",17,11223,387.05799794197105,30.0,17038.236873341175,158.68489041676966,17038.975809787673,2425.3335585746754,4761.679158280599,80839.42066622901,0.0146484375,4.962428594366924,4.504887590802372,1393528.3445925205,345.71138377111043,279.04729804112986,444.27891623730153,4864.568794898906,0.0439453125,1.5555513024624865,2.8715301647130236,4405074.682532731,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",18,7194,248.09146404266357,30.0,16898.857191841034,251.30258061031302,16900.7256464703,3943.2293999902704,4334.9680149361,94600.74973436323,0.0146484375,4.011396507974476,4.434903216832399,1525092.5191770704,334.44555328961167,328.93982985944126,469.1004580930961,4866.077641168599,0.0146484375,0.6143690235340059,1.6336713857691714,7148214.420696004,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",19,3428,118.12212204933212,30.0,16544.536558906748,101.11108362355046,16544.84552361349,1312.0067076432933,3901.0308957655393,39667.93319029869,2.1826171875,6.428555330142805,4.220340077502431,713318.9531368623,246.09700269467618,99.94848779340184,265.6189657149716,1792.9868651703905,0.4833984375,2.6046110553530815,3.221968953563767,941819.4759951748,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",20,4448,153.35183310508683,30.0,16473.355744563894,144.902530204362,16473.993026288917,1600.0916621976558,3865.9283174037882,43400.73486518879,0.0146484375,5.272308776758739,4.683345932656002,882488.9222812791,256.28450839922425,126.6795237746677,285.8836319015285,1885.8606922251322,0.1171875,1.7852863377850599,3.1737204841900453,925024.527559328,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",21,6011,207.16537809371926,30.0,16497.401183462618,343.7045345810864,16500.981140986903,6337.247753907301,5283.564414537384,133272.57768447418,0.0146484375,2.894624999139986,3.458215531996442,3611124.871284387,375.02758230790516,460.124719533471,593.5995662207546,6833.8577754003545,0.029296875,0.7114998459397663,1.7337628780248184,14100901.439413799,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",22,117,3.9758069515223724,30.0,16656.52698166616,251.56940481211348,16658.426644086478,1809.615704573127,5963.945155150928,38549.41296490136,2.8205128205128207,3.4339694165229795,2.8250065172222367,265209.5998992007,551.086634174516,438.42500777917417,704.2108816341635,1778.7271525973194,0.25641025641025644,1.2995255458059343,1.7805977016413048,685663.504254881,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",24,1741,59.94724893569946,30.0,16617.419870688183,118.51872624936343,16617.842514815642,1075.624588541701,4421.967934397187,42808.398701069884,0.03446295232624928,6.585399379515972,4.164623717171754,780255.696333863,281.94602727417123,114.3062008345522,304.2358786286008,1300.0042021820998,0.06892590465249857,3.1446858503557347,3.3928474347151347,743339.4511244986,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",25,877,30.189634084701083,30.0,16599.204479113276,116.18899661585411,16599.611116599957,851.6577359908242,4260.15389036144,34938.74012317597,3.3181299885974918,5.946092769430004,3.9741158740202267,457618.5611489735,267.686768885154,114.36312732989813,291.09299395356175,808.0102880536698,2.4971493728620295,3.028553063963253,3.2595237421670573,486392.9730782798,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",26,585,20.137902975081943,30.0,16607.683760776006,102.31992481570623,16607.998954267707,723.0056976369542,3811.2561599828427,24262.312648707342,3.5897435897435894,6.776134916891361,3.9355334006817424,209343.9527139948,242.1486991593954,76.07569762359657,253.81785649064227,605.1573316324774,1.8974358974358974,4.575487528268227,3.99373499801512,80080.33357288517,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",27,144,4.923946857452393,30.0,16578.300378124637,138.17426760449675,16578.876184939545,910.7118379292606,5657.325448205407,36067.755448318116,10.625,7.744883262953546,4.1220639813962405,103515.18557195838,267.70160497117513,95.40103584501242,284.192728521411,448.59710932095777,0.625,3.068518863416514,2.97030954898499,55701.5629428607,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",28,117,3.976314067840576,30.0,16573.167732839032,122.18404236554797,16573.618121612,656.4327863171966,4409.609657277112,23591.123656827476,4.3589743589743595,6.470465317021921,4.6329536714659785,59685.160783941035,263.9475045366644,89.53138385516768,278.7187719658542,556.5671329886686,2.0512820512820515,4.43283277500498,3.635552360059592,20707.469978365196,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",29,877,30.184415817260742,30.0,16580.857077199824,115.47541638587111,16581.259179758243,1203.5432674626154,3956.711847301436,39354.09540708587,4.720638540478905,6.0614578718351755,3.8384272813854143,350455.56995204254,271.26988491768356,102.91480930654757,290.13584480008035,1052.1004870623428,1.3683010262257698,4.092466724085744,4.015596537380764,325146.9671439384,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",30,877,30.212273120879672,30.0,16546.74104195666,140.63162982521527,16547.338649005775,1493.7648605014383,4938.501239649951,50532.07214319781,13.409350057012544,6.8916151507198915,4.347232268068593,357359.41803193063,289.92260240329057,130.19472219540728,317.81406682498465,1033.3361123606815,0.03420752565564424,2.9668698091482564,3.5570012027935403,193697.60893304623,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",31,716,24.64088010787964,30.0,16517.05329938472,102.65635699130702,16517.372309854447,1017.9321371672286,4080.5387972424364,42539.50185147686,2.9748603351955305,6.99095049180833,4.176854975076894,296884.5128539081,240.92490177666372,64.2535921652601,249.34580887240642,530.6854546471689,0.5027932960893855,4.647877593391163,4.356160610686698,113819.02882321572,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",32,160,5.467121839522861,30.0,16514.835550764597,99.24480440695324,16515.133750593726,523.8581420299342,3774.2609582881814,25603.361378781075,3.375,6.709670862640231,4.292386936215536,49182.38977219406,238.3797429783661,54.25764358657792,244.47657096335428,394.3627226985489,0.5625,3.571648173463794,3.9413592925252385,13475.098478238398,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",33,3510,120.96205496788025,30.0,16469.346352274268,118.2566456624986,16469.77091235373,1343.8549092188205,4350.610329913586,46481.95278186622,0.0146484375,6.461246494372843,4.488314565951852,883280.6432410572,249.53430331165148,82.07225199598096,262.6846456817054,838.7957643041348,0.0146484375,2.891784515974159,3.859443097634369,460148.1391451679,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",34,1755,60.43819189071701,30.0,16439.493090512333,106.66536559063742,16439.83912856873,1091.0277763473168,4245.916411457719,40883.246343413426,6.136752136752137,7.0861247009007515,4.149021357988419,720580.3157013205,266.1276203358442,95.94132351405545,282.8933506875831,1109.042565998569,0.03418803418803419,3.4236059376622134,3.9162305554017944,419872.7807928942,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",35,878,30.199855089187622,30.0,16437.21919292821,101.6585960325009,16437.533551798908,871.4319319648785,4220.028503761175,32874.944376481995,5.398633257403189,7.587387102808594,4.309755314672278,300194.9811570769,274.12058224658375,111.25723241501258,295.8382419090781,1091.1116471015841,0.10250569476082005,2.5565015095122603,3.33921646507566,453655.51237837825,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",36,5264,181.44401097297623,30.0,16383.739021565836,104.22476135981547,16384.0705298671,1140.7269843156027,3969.9427066635626,33861.67645423897,0.0146484375,6.979004198469481,4.224542975981925,703152.175983849,250.58710946276994,87.92678851159668,265.5654713378027,1038.7095759040494,0.0146484375,2.4999396545291233,3.555788656131276,490677.80269552435,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",37,1755,60.44932794570923,30.0,16336.808389942962,101.04295765718906,16337.120861675807,1203.5402347309991,3860.1912138500447,37975.162403233146,3.760683760683761,6.65330487709249,4.132495061205934,624754.5397062309,246.59881634242075,77.1146581537114,258.37501180192857,845.690932770381,0.08547008547008547,3.2150978703982234,3.9427684938292895,301539.6334589871,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",38,1381,47.59344983100891,30.0,16315.214397763026,105.94523024173935,16315.558379558603,755.7132898786786,4089.769702134426,32983.28728198639,0.02172338884866039,6.895364536440527,4.404680197199304,561445.065474396,239.04158207529875,65.8569013270949,247.94759408687253,630.4775553521148,0.13034033309196236,3.090664385176776,3.8119300701816887,250024.37715547098,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",39,1249,43.00657796859741,30.0,16330.093945218117,93.71559661412114,16330.362851838234,738.928946004753,3768.301598061134,24521.410425898408,0.02401921537229784,7.706028207939194,4.498975160096887,360686.93837201945,238.32646398013634,54.7932588047084,244.54407505338372,501.0418968681954,0.5044035228182546,5.125542732793389,4.299694771836781,93948.90344435633,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",40,878,30.195127010345914,30.0,16319.86906212281,111.24522029819619,16320.248212079143,850.2370567964917,4218.965357370598,34866.35838785702,5.466970387243736,7.4364536129369005,4.472098334143063,355184.32370788377,275.51831046162454,123.92277064078104,302.1046051997813,1229.8482986156491,0.1366742596810934,3.0664120958725,3.5635489988810987,414438.11386637343,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",41,878,30.203943014144897,30.0,16316.27495878203,139.01714120908684,16316.867171615007,1767.837668296821,4849.188114203969,57920.391377776345,0.0683371298405467,6.593491174522076,4.796439485877385,451024.67437419586,290.67538214680326,173.2853845300122,338.4080410952203,1953.2966159361306,0.1366742596810934,3.0269846629021373,3.699087414843111,413847.07300705137,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU2')",42,3190,110.0080459117894,30.0,16956.145592374967,496.3070486570298,16963.40750074594,3283.670771470717,4754.415089729198,68028.22949564736,0.0146484375,0.8849661277663291,2.4011024906593215,11357498.008795956,371.2076983419624,436.1628343244007,572.7418033933196,3999.108317288611,0.029296875,0.43300125063448325,1.1560880515114251,21784985.890400484,single_subject,record_25,Sub-dataset Three,IMU2
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",1,5534,190.73219990730288,30.0,15816.779430113049,178.0715782506925,15817.781798590724,3641.500337125961,6044.088606164364,146492.8567201783,0.0146484375,6.548385982200243,4.398032263782094,1500873.6052693974,1062.2728062815056,221.28521505268975,1085.0763389578176,5615.100151886903,0.029296875,3.4743342964304347,3.8650019339376094,1860694.7295529498,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",2,2475,85.26034784317014,30.0,15741.88244052884,104.58329184658282,15742.229843207208,1374.4819454906356,4027.315320111599,45639.510987016256,7.8076171875,6.742130227986053,4.378109542777741,666708.9714627189,1039.9709064858553,116.69302787183905,1046.4973717553758,1237.4145628553183,0.1171875,3.826347837400254,4.124119115461241,828363.0622427529,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",3,2771,95.49096798896795,30.0,15714.005685996177,102.67646634504422,15714.341130198913,998.2654047150681,4025.0751970531,32270.836237494044,0.029296875,6.715919598196954,4.373022189651788,777223.5708990504,1028.1219402964432,85.81450765724051,1031.6970746509742,1023.1018123980296,0.5126953125,5.446415837496119,4.537132618350506,498910.99713846575,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",4,1355,46.6931369304657,30.0,15746.777233922567,98.0087945835653,15747.08223699228,687.8017358159395,3969.5463540747214,30456.658046772365,0.022140221402214024,7.2768409516166,4.332292166819968,424295.134022489,1036.7668927387297,101.21469896675661,1041.695735407442,1051.1690718733655,0.5535055350553506,2.633245621874768,3.7592583841149816,620988.1547028038,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",5,2697,92.944904088974,30.0,15738.544414303404,113.94409921489549,15738.956875814443,2796.9337063676867,4628.142341103212,120775.88222939367,5.2294921875,7.355607584502162,4.27289457626733,738709.0963107185,1036.0142495881964,100.98229291436103,1040.9240840868442,1396.343164326533,0.556640625,3.863642811184864,4.315865748802608,636531.0186351518,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",6,288,9.896445035934448,30.0,15769.673140983265,100.4314243421487,15769.992943703064,692.426210513444,3964.3458103290695,24867.585918196637,4.583333333333334,7.479693538458689,4.410235592229022,89539.37965219951,1057.6581138415436,109.98081424924277,1063.3609289783867,809.3111964819836,0.625,3.3479326989292386,3.8714126915176004,148671.8684402009,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",7,17,0.5457348823547363,30.0,15769.63745745037,113.55999446528847,15770.046335117875,435.35065112935445,3989.2690999306433,17632.134681574695,1.7647058823529411,4.323198801369182,3.2032502830718346,4305.404992787969,1106.7243204896965,47.61841797809921,1107.7482725304146,158.26359832845696,1.7647058823529411,3.9349294489932682,3.652479349205348,771.401310131418,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",8,1754,60.445990800857544,30.0,15753.784854512758,91.78020522476112,15754.052204063139,756.4709997712289,3521.5944061664045,27056.44226349094,0.05131128848346636,6.557901840628006,4.46183250166644,502147.8557894771,1040.0063344360376,91.50748416325497,1044.0243269794873,671.9059432863256,0.5473204104903079,3.724964387804435,4.177955925488528,534765.1298458904,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",9,2568,88.46287298202515,30.0,15727.034216596536,82.40513758010908,15727.250104728984,894.2845328845178,3349.596771816652,28829.724857983063,2.3291015625,7.146748294266366,4.316128547194949,457981.77184786997,1039.8021705926728,88.18834587700778,1043.5352118245733,980.4317244055521,0.556640625,2.6732677389742285,3.533205646411672,525936.1690975169,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",10,840,28.93785309791565,30.0,15723.862629392986,102.3996492626026,15724.196058183403,1435.338733784134,4204.212517429526,68563.41090608586,6.678571428571428,7.511534788569509,4.092450362896244,264715.1984402897,1040.3508823394814,111.78571633874888,1046.3393353792567,891.1634126400697,0.46428571428571425,3.2698998683320144,3.978885026728225,327397.6677510336,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",11,2665,91.89429807662964,30.0,15698.208421785392,104.9551294928329,15698.559272526274,894.9285713408626,3969.2138420701517,35914.29801628782,0.0439453125,6.7385473351695,4.388434076450917,698592.7398412006,1045.0504715008412,106.84821259007161,1050.4984666898965,1498.8394379811998,0.4833984375,3.791947198721405,3.9797271698363903,911598.2351641259,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",14,6122,211.0652379989623,30.0,16561.60282494287,232.49342484204752,16563.23462744371,3166.7656898268833,4906.229026598759,74188.94673314973,0.0146484375,5.166182798647976,4.5609709967860805,1211127.9891779271,1123.672044453302,390.48182019303397,1189.5860268963856,5429.524877212007,0.0146484375,1.2240543306755876,2.343008489282288,4547079.97626409,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",15,1632,56.24957013130165,30.0,16688.851556029582,138.5812765879148,16689.426923337174,3111.1340899697443,5178.015881742855,140480.03187209336,4.356617647058823,6.508972434289739,4.546775392002383,1412249.1672472942,1066.4990478657064,154.64126424542593,1077.6521422545786,1695.2124064183927,1.8566176470588236,2.00050103957466,2.4851964208397637,1550150.723619565,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",16,102,3.4779272079467773,30.0,16627.29604474091,115.33567953882417,16627.696054427724,737.444333728994,4140.126921744985,27866.846103805863,1.4705882352941178,5.429358657589068,3.59318507311487,49812.229237561245,1064.498579459616,195.61887668805213,1082.323413120235,1305.7006976084224,0.8823529411764706,2.0676737734035617,2.2746611826326264,206325.79015177785,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",17,11223,387.05799794197105,30.0,16626.802012434935,176.83975355118793,16627.742404161378,2195.2020318619834,4702.362028409336,74541.31131404132,0.0146484375,4.6481106424707805,4.536288046288236,1469918.0370761806,1085.7907537117355,230.91400595342495,1110.073348473585,6161.014703005649,0.0146484375,1.863542895970405,2.7748526876183917,2786898.004305657,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",18,7194,248.09146404266357,30.0,16337.288395840173,310.1449850237833,16340.232006938866,4360.383759097325,4381.063269716158,82412.11845230867,0.0146484375,3.5808003724239277,4.344720589280246,1798377.2523154607,1092.3477057994417,502.2159825865926,1202.266361307144,11741.11643566251,0.0146484375,0.701461811986722,1.5337234322874156,16325229.092442451,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",19,3428,118.12212204933212,30.0,15886.011209869446,112.26522395234704,15886.407889784487,1694.6788862652847,4143.852426057911,41389.565104949084,3.720703125,6.223870498472204,4.227435716911298,908523.1383871116,1034.546971280405,104.54516999492091,1039.81591080091,1925.8002927659938,0.1025390625,3.85313024298331,3.991979227328488,946154.4811731395,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",20,4448,153.35183310508683,30.0,15843.055392060302,131.75557354178414,15843.603241909663,1713.5732965171992,4250.11796852099,61256.77045851777,0.0146484375,6.052052542569848,4.419883504842928,830810.7683044552,1042.7634809622916,129.3369910691237,1050.7538886377772,2415.191805054106,0.46875,3.206661855833383,3.888381070157811,973399.9297017677,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",21,6011,207.16537809371926,30.0,15893.360675515762,282.2326801562542,15895.86640758468,6821.4676655314415,5770.685930015811,175468.83068505448,0.0146484375,3.3482748678315692,3.4957161689930007,3528180.42069327,1114.1099033354303,523.7498750751869,1231.078717365935,12013.767002254795,0.05859375,0.8545818159538117,1.7568772076154113,21078671.782678198,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",22,117,3.9758069515223724,30.0,15942.17770892523,282.25644450812007,15944.67618998325,2051.36665801203,6595.077733669835,37933.591738186704,2.8205128205128207,3.1248488841591526,2.5153909161299866,329148.82698291953,1158.703878256107,346.7684975460223,1209.480495244164,1751.3654192228285,0.25641025641025644,1.900037765738959,2.0567302125464324,357555.1858830894,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",24,1741,59.94724893569946,30.0,15999.65071254259,137.83865907161757,16000.244448735752,1364.3855373336446,4829.999151645912,48665.51988397869,2.446869615163699,6.242794073682004,4.204156878137362,1033394.7500548572,1051.2826118865628,180.92159816788765,1066.7369660505142,2063.5832973563943,0.6203331418724871,3.221678178723291,3.570597452961635,2021748.9001585988,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",25,877,30.189634084701083,30.0,15983.790246640829,129.55251977646435,15984.315265409115,1098.6098995172579,4703.177677744956,38301.22259931581,0.03420752565564424,6.449735062424286,4.020470718826632,538099.1263650691,1062.3639859461844,160.86609840295924,1074.474355324898,1686.0345985973722,0.6841505131128849,4.392409853311225,4.156730884775948,881778.4161514892,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",26,585,20.137902975081943,30.0,16001.659892961507,121.52540406545845,16002.121351678537,792.9215395904375,4827.294599054215,29828.01759943047,14.0,7.162579378793702,4.211166242584369,290785.4096750552,1044.6193617962413,123.32971264153073,1051.8744359760003,1192.9892531868259,1.846153846153846,4.3410576532137854,3.863467389510721,260101.6493846068,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",27,144,4.923946857452393,30.0,16004.250776833218,173.20336476716125,16005.187981818062,2097.362052500217,6883.684963985696,88077.75353892066,4.583333333333334,7.1560246348142025,4.239654265741351,70971.40603274427,1076.4977999676778,202.22888366148828,1095.3282771490117,1071.122877511557,0.625,2.597064665373825,2.5843864567680566,266465.74920485663,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",28,117,3.976314067840576,30.0,16002.613477879597,129.64289141986887,16003.138610963457,820.1866623068327,4525.5973343567985,30354.13775566632,3.0769230769230775,6.925805364690664,4.018151337882602,37906.30893247153,1040.5563003516893,156.47455592877094,1052.2555302086564,795.3555553536025,0.7692307692307694,2.553921305627124,2.7936758879750507,80898.76635562866,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",29,877,30.184415817260742,30.0,16021.6929507591,135.5899295536572,16022.26668225817,1348.3911090177353,4731.235176486683,47172.92064352984,4.002280501710376,6.189976415366672,3.9951763707906873,498373.22122351953,1062.2579258716285,165.32281318773266,1075.0458286219246,1339.5272692254011,0.5473204104903079,2.764120907766043,3.1618016445881034,856105.7698673476,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",30,877,30.212273120879672,30.0,15965.369275372537,156.92879504627908,15966.140508768049,1898.275957181626,5178.420665211051,58741.967483289285,3.14709236031927,6.45055123068915,4.07510551052708,326193.8435923968,1072.5100691821522,174.47850582333442,1086.6096803781236,1595.5373829425994,0.5473204104903079,3.198732926192859,3.7027144118138424,535423.2183209182,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",31,716,24.64088010787964,30.0,15948.477247153898,94.11392019974079,15948.754933629174,855.2804487833037,3767.845006441138,34971.515347263456,11.564245810055866,7.176341844047248,4.158809054702,245976.5046634985,1051.2285930443231,139.3243509763869,1060.4210624129166,2951.7725862267457,0.46089385474860334,3.456226584472114,3.9656785382472184,266537.32528104214,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",32,160,5.467121839522861,30.0,15963.656756304472,78.823644261276,15963.85135861644,593.3683024383918,3048.921381339089,19994.522388470228,1.3125,6.230993899993215,4.3141893315723445,40939.02298480359,1035.8885470821674,100.32119927511079,1040.7350407284268,520.0823595376457,0.5625,2.6651467372950477,3.745351559549517,52351.7460444013,single_subject,record_25,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_25', 'IMU3')",33,3510,120.96205496788025,30.0,15872.106805361625,121.853548977204,15872.574546311165,1552.4992577761586,3830.800038027943,44231.828456889285,0.0146484375,5.189656966964255,4.539875739665624,785909.4744664412,1047.5681773738306,121.14672448475709,1054.5499585603875,2390.8243440155375,0.4248046875,2.6157271789359378,3.4869832026283083,1202312.0318535927,single_subject,record_25,Sub-dataset Three,IMU3
