dataset,record_identifier,segment_id,sample_count,duration_seconds,sampling_rate_hz,acc_mean,acc_std,acc_rms,acc_peak_to_peak,jerk_rms,jerk_peak_to_peak,acc_dominant_frequency_hz,acc_spectral_centroid_hz,acc_spectral_bandwidth_hz,acc_spectral_energy,gyro_mean,gyro_std,gyro_rms,gyro_peak_to_peak,gyro_dominant_frequency_hz,gyro_spectral_centroid_hz,gyro_spectral_bandwidth_hz,gyro_spectral_energy,subject_id,record_id,sub_dataset,sensor_id
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",17,1754,59.85843586921692,30.0,15591.922103692164,126.02381438206683,15592.431397617103,2723.641598966042,4945.596245230284,118170.52317026748,0.08551881413911061,6.821084915161809,4.37205765217352,1416610.6373314215,1030.7574530302045,130.4941710074717,1038.9849159849443,1433.4836275808707,0.6157354618015963,2.939469068534389,3.787156306462878,1206366.109124246,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",18,885,30.200317144394035,30.0,15615.005522075293,118.56260030420806,15615.455630388527,1096.6763182641062,4443.553473256266,32840.63282506804,1.423728813559322,5.799000628453004,3.9860026748748982,494517.11602789885,1027.2058100779277,140.54126205857827,1036.7755893147128,1284.9874607213305,0.3389830508474576,2.328171597480957,2.5271416760762873,759345.9769705839,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",19,1770,60.45233988761913,30.0,15603.023574609071,106.39170362538694,15603.386294788923,1516.3009200902088,4104.901975998513,67034.91517361563,6.52542372881356,6.818105312869373,4.092556390389554,831934.1886675886,1029.659638312382,90.18744991998612,1033.6018318930435,862.334992026063,1.0169491525423728,4.090469109396508,4.3754272667155,440919.41773038177,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",20,15930,544.4391849040983,30.0,15494.022020143802,244.54648264501873,15495.95177273326,14725.96744469431,6063.7980183875725,501330.5506735546,0.0146484375,4.042048849018333,3.7468781090566794,3510609.699123369,1071.6551721966184,369.0054979315803,1133.4063109050953,9153.182215066721,0.0146484375,0.9511959074230548,1.9526338133620857,9028815.532769868,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",21,3539,120.95615792274452,30.0,15477.465761010157,246.33880515467828,15479.425996792217,4475.816323402456,5936.285556187965,94763.9743876161,0.0146484375,2.609403102219869,3.3850191300025494,4762364.656043486,1118.1085586769493,488.0022148746817,1219.9643071455985,7000.910133908779,0.029296875,0.7654071790104748,1.3423233668017989,25717740.41476685,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",22,1770,60.44214582443192,30.0,15470.718209444463,130.66789017486133,15471.270019412088,1978.8787764935842,4843.087508208015,69674.24186840473,9.40677966101695,6.766375825377713,3.988877010048798,811804.0995017017,1032.243883969062,114.93481890200195,1038.6228615756397,1667.1605801799003,0.5084745762711864,4.377491625287973,4.417843315098379,626550.7897610745,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",23,1770,60.44857311248779,30.0,15467.031300632747,112.43946038883595,15467.43999138208,1247.0978403144072,4174.829584032668,35283.80588901452,0.01694915254237288,6.1557937043455055,4.107821763427945,842235.5190376821,1030.4925319859472,109.44890584249099,1036.2885319586078,1063.8881743800503,0.5254237288135594,3.1087163954999966,3.540412535740972,691907.3611518085,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",24,884,30.182466983795393,30.0,15408.803470546385,117.19182061787983,15409.249115928462,1061.0571393418795,4603.180326699814,37518.490102262935,7.39819004524887,7.106382059592855,3.9782949061911994,430859.3016206657,1026.5484667209912,114.3670660178182,1032.8995983718564,1306.1924034358985,0.576923076923077,2.6342213469040847,3.342376256070438,401808.70750764984,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",25,2656,90.69686293602012,30.0,15378.535049948146,120.84661461289026,15379.009857163985,1510.0033873752982,4647.1657558071,59279.388230235214,0.0146484375,6.322231025546001,4.37899404147278,1197804.8151766965,1030.2607288373604,136.4021217699428,1039.2510323342628,1322.551069120948,0.556640625,1.8566870608481314,2.7204806561990726,1545204.6896014195,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",26,1770,60.45259809494064,30.0,15333.01574885455,121.57306124358809,15333.4977080848,1737.2533460888935,4561.580726488256,76938.10813222072,2.5254237288135593,6.280805561834969,4.225699329903597,1032822.4566844103,1029.681435028749,158.47060710929284,1041.8045838641967,1687.1543120068816,0.9661016949152542,2.291284745277434,2.5812249260193023,1663457.7948506759,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",27,443,15.105582952499162,30.0,15332.363754068054,113.18746144253504,15332.781537884364,702.1453636378901,4682.720025744149,29458.147608541527,3.1151241534988716,7.732496191913337,4.332917483119353,166528.65817073797,1013.5134286393904,127.67277741961165,1021.52327830863,852.4210646263106,0.4740406320541761,1.8937315906714627,2.896114988822494,206972.15219043603,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",28,441,15.032500028610002,30.0,15319.277739370544,114.71784290988826,15319.707263503953,1176.0786616751648,4098.182472387569,34081.30376348058,4.2857142857142865,6.624537112688618,3.9329437520912083,143465.44639879296,1030.6116581795714,126.32790379031549,1038.3251558407417,1036.0984834435003,0.54421768707483,2.9051330174830046,3.6196966389518765,150027.83477114185,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",29,885,30.208307027816772,30.0,15318.691151011191,302.2808000490384,15321.673285321904,8204.605234550792,9488.159850117918,310893.38079591375,0.0,6.9507914116070815,4.460716449327659,458103.7406088328,1172.5768060153569,636.6518264476415,1334.2645592701224,5050.12096650142,0.0,1.1315116013379969,2.408553759286395,1234676.9025614727,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",30,885,30.196160078048933,30.0,15794.992215478964,218.85199180003775,15796.508325619176,2812.268422693114,5655.7459201765,72819.3471632346,0.03389830508474576,6.832281731853391,4.719537603753011,410439.0102694848,1175.1003442341093,704.3271743667847,1370.0137180227873,6184.627147951158,0.0,1.0544222338933888,2.897889987188158,810180.072977619,single_subject,record_17,Sub-dataset Three,IMU3
FOUR-IMU,"('Sub-dataset Three', 'record_17', 'IMU3')",31,886,30.212790012359164,30.0,15760.751292868817,108.79692143004739,15761.126802541079,799.595299736302,4507.3783051234,32452.413956607626,13.781038374717834,7.647801303954193,4.463294892538688,383238.86804150965,1024.6533665879597,79.11779235306379,1027.7033359519965,692.2055052930183,0.5417607223476298,5.131164876188615,4.551500088998679,181278.9129231858,single_subject,record_17,Sub-dataset Three,IMU3
