movement_id,subject_id,record_id,start_time,end_time,duration,dataset,candidate_id,sensor_id,artifact_filtered,filter_method,artifact_probability,primary_rms,primary_peak,primary_peak_to_peak,primary_std,primary_variance,primary_energy,primary_mean_energy,primary_dominant_frequency_hz,primary_spectral_centroid_hz,primary_band_power,primary_spectral_entropy,primary_directional_consistency,resultant_direction,sensors_involved,max_sensor_overlap_fraction,inter_event_interval_seconds
OXFORD_mv000012,154100,154100,119.512,119.816,0.304000000000002,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0012,BCG_3AXIS,False,unfiltered,,0.0675472095116232,0.0931638872381969,0.0777588460008857,0.0221756620995017,0.0004917599895512,0.6980817034594909,0.0045626255128071,6.578947368421053,6.653977990928951,7.404711807021779e-05,0.2793836176985023,0.8128884481814831,bcg_y,,,21.266000000000005
OXFORD_mv000013,154100,154100,124.99,125.37,0.3800000000000096,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0013,BCG_3AXIS,False,unfiltered,,0.0836238264658409,0.1399730954151901,0.1264789860737027,0.0316288777998257,0.0010003859108763,1.3356523713827144,0.006992944352789,5.2631578947368425,10.647251763817486,0.0001688105067716,0.3849558873469441,0.6433030149107611,bcg_x,,,5.173999999999992
OXFORD_mv000014,154100,154100,130.154,131.076,0.921999999999997,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0014,BCG_3AXIS,False,unfiltered,,0.0648510252147475,0.1108522776612412,0.1085615256435326,0.0266524573947616,0.0007103534851795,1.9430128277885652,0.0042056554714038,2.1645021645021645,6.557831648549662,0.0003050965615349,0.4001123465470182,0.6091328430007191,bcg_y,,,4.783999999999992
OXFORD_mv000015,154100,154100,133.036,133.568,0.5320000000000107,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0015,BCG_3AXIS,False,unfiltered,,0.0511909011297288,0.0919847960100326,0.0837104573291253,0.0225601791526676,0.0005089616834004,0.6996757317124717,0.0026205083584736,7.518796992481203,8.790510589432232,5.293708637741293e-05,0.3640487114409786,0.7436650947246414,bcg_y,,,1.960000000000008
OXFORD_mv000016,154100,154100,134.668,135.576,0.907999999999987,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0016,BCG_3AXIS,False,unfiltered,,0.1629138944257626,0.3859184762957959,0.3721168000555263,0.094470060955188,0.0089245924168769,12.076126333620683,0.0265409369969685,8.810572687224669,6.631796200456083,0.0033487961328964,0.3591322723166096,0.8867205159954893,bcg_y,,,1.0999999999999943
OXFORD_mv000017,154100,154100,136.406,137.26,0.853999999999985,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0017,BCG_3AXIS,False,unfiltered,,0.0566127698744265,0.0980019990685925,0.0891267901733361,0.0252565734432485,0.0006378945020942,1.3717424451018465,0.0032050057128547,4.672897196261682,4.923873456225326,0.0001778755169103,0.3373214352981333,0.4428339618272718,bcg_x,,,0.8300000000000125
OXFORD_mv000018,154100,154100,137.86,139.272,1.4119999999999775,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0018,BCG_3AXIS,False,unfiltered,,0.077577453082935,0.139284058675473,0.1317726516086736,0.0287516285085227,0.000826656141892,4.254910687372341,0.0060182612268349,8.498583569405099,6.036805464021025,0.0004425800959335,0.397497379305454,0.5607094856917291,bcg_y,,,0.6000000000000227
OXFORD_mv000019,154100,154100,143.6,147.19,3.5900000000000034,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0019,BCG_3AXIS,False,unfiltered,,0.083358201962461,0.1908088835020986,0.1843488080861762,0.0358204676137785,0.0012831059000697,12.479667342608336,0.0069485898344144,4.4543429844098,4.786065464513238,0.0024929209221814,0.4789235470770849,0.5905243960515895,bcg_y,,,4.328000000000003
OXFORD_mv000020,154100,154100,153.268,153.936,0.6680000000000064,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0020,BCG_3AXIS,False,unfiltered,,0.066774393756335,0.0956626908535763,0.0652331644178794,0.01678769851307,0.0002818268213657,1.4937045866112335,0.004458819661526,5.988023952095808,6.0362735868243975,6.85410671608994e-05,0.3299978300751826,0.4931182846284354,bcg_y,,,6.078000000000003
OXFORD_mv000021,154100,154100,154.444,155.278,0.8340000000000032,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0021,BCG_3AXIS,False,unfiltered,,0.0870170874107068,0.1635423511647311,0.1500813226405791,0.0287257148998316,0.0008251666965064,3.1650849236030085,0.0075719735014426,7.177033492822966,6.852326169374556,0.000206824549884,0.3772374960181011,0.4792903041536658,bcg_z,,,0.5079999999999814
OXFORD_mv000022,154100,154100,166.922,167.768,0.8460000000000036,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0022,BCG_3AXIS,False,unfiltered,,0.0652358319394856,0.1105067380349659,0.0981752403342373,0.0244741704179693,0.0005989850176478,1.8044226379868116,0.0042557137688368,7.075471698113208,5.594429817315398,0.0002262560367463,0.3285248702136393,0.5870067584263614,bcg_y,,,11.644000000000005
OXFORD_mv000023,154100,154100,169.232,169.928,0.695999999999998,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0023,BCG_3AXIS,False,unfiltered,,0.066801826512234,0.1225668574701912,0.1190128486180241,0.0292090664110069,0.0008531695606026,1.5574069248543423,0.0044624840253706,8.620689655172413,7.159453802169716,0.0001402922449779,0.403824383960304,0.4856389909041722,bcg_y,,,1.4639999999999986
OXFORD_mv000024,154100,154100,195.906,198.378,2.47199999999998,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0024,BCG_3AXIS,False,unfiltered,,0.108508720115702,0.2865022390052762,0.2734362093241738,0.0565462758865894,0.0031974813166422,14.564614075999796,0.0117741423411477,1.6181229773462784,4.976867187443041,0.0020940581605795,0.4497995190822161,0.406315372842417,bcg_z,,,25.97800000000001
OXFORD_mv000025,154100,154100,205.688,206.214,0.5260000000000105,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0025,BCG_3AXIS,False,unfiltered,,0.0875394051512932,0.1239649239033411,0.1150343267793998,0.0309970812443048,0.000960819045666,2.023070927919957,0.0076631474542422,7.575757575757575,7.040634202827813,0.0002886662340985,0.2988879975356247,0.742976295404264,bcg_y,,,7.310000000000002
OXFORD_mv000026,154100,154100,217.2,217.966,0.7660000000000196,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0026,BCG_3AXIS,False,unfiltered,,0.0697725647435633,0.148864474908736,0.1408510479485776,0.034667153280497,0.0012018115165734,1.8693929437035817,0.0048682107908947,5.208333333333333,6.456900037573544,0.000354017405632,0.3025238245513182,0.5179222303032684,bcg_z,,,10.98599999999999
OXFORD_mv000027,154100,154100,234.002,234.746,0.7439999999999998,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0027,BCG_3AXIS,False,unfiltered,,0.0616209195359642,0.1099777251746963,0.105241521577135,0.0262438709357284,0.0006887407616911,1.4163323712227502,0.0037971377244577,2.6881720430107525,5.573649478475654,0.0002317635730772,0.329090025289436,0.6127779629601506,bcg_y,,,16.036
OXFORD_mv000028,154100,154100,235.624,236.194,0.5699999999999932,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0028,BCG_3AXIS,False,unfiltered,,0.0699865481544876,0.0970780103938321,0.0656866496091848,0.0159167124401311,0.0002533417349018,1.4008614398580002,0.0048981169225804,3.496503496503496,5.890884331576812,6.577444667374474e-05,0.368662224119208,0.3903301598279352,bcg_x,,,0.8779999999999859
OXFORD_mv000029,154100,154100,239.174,243.244,4.069999999999993,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0029,BCG_3AXIS,False,unfiltered,,0.2399671145425416,1.0848233001872978,1.0711399899907366,0.1632296863008078,0.0266439304898601,117.24146390197402,0.0575842160618732,0.4911591355599214,7.37745456024369,0.0338239372549023,0.5467881360467428,0.4400748263715363,bcg_z,,,2.980000000000018
OXFORD_mv000030,154100,154100,243.926,244.61,0.6840000000000259,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0030,BCG_3AXIS,False,unfiltered,,0.0667436366305561,0.1120351964751584,0.1001255781876269,0.0273082126297573,0.000745738477032,1.5279665695204008,0.0044547130306717,8.771929824561402,7.31594722152167,0.0002729316072287,0.3371888268088447,0.5992012006361555,bcg_y,,,0.681999999999988
OXFORD_mv000031,154100,154100,248.278,248.91,0.632000000000005,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0031,BCG_3AXIS,False,unfiltered,,0.0936433001784768,0.1727508204423419,0.1680460171566801,0.0395846040099094,0.0015669408746213,2.779794450856276,0.0087690676683163,6.329113924050633,6.520447159183355,0.0005574748581735,0.2564021585681788,0.9115175923998374,bcg_y,,,3.667999999999978
OXFORD_mv000032,154100,154100,251.598,254.078,2.4799999999999898,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0032,BCG_3AXIS,False,unfiltered,,0.2880070471422918,1.0290661826345495,1.0184515995422856,0.1870898307467982,0.0350026047688655,102.93854147169527,0.0829480592036223,0.8064516129032259,10.103114440916784,0.031911063800417,0.59565695541656,0.3660513020462809,bcg_z,,,2.6880000000000166
OXFORD_mv000033,154100,154100,254.65,255.516,0.8659999999999854,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0033,BCG_3AXIS,False,unfiltered,,0.0767936360897182,0.1451912072931459,0.1378978211105581,0.0322226709898797,0.001038300525722,2.5594119440439527,0.00589726254388,4.6082949308755765,6.472330420513208,0.0005330333809727,0.3513659161411835,0.4323840518715208,bcg_y,,,0.5720000000000027
OXFORD_mv000034,154100,154100,256.194,261.856,5.661999999999978,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0034,BCG_3AXIS,False,unfiltered,,0.1252732378467845,0.4419513209696319,0.4388596228780628,0.0728057186748114,0.0053006726717557,44.44366382958748,0.015693384120617,0.3531073446327684,2.1330661619397984,0.0132294761436409,0.3973080230477812,0.4773703680496634,bcg_y,,,0.6780000000000257
OXFORD_mv000035,154100,154100,264.116,266.604,2.4879999999999995,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0035,BCG_3AXIS,False,unfiltered,,0.0892910415037512,0.2280061984112562,0.2223415700485236,0.0476249740701624,0.0022681381551836,9.926248165566657,0.0079728900928246,0.8038585209003215,4.5986449918100565,0.0025933530066654,0.408023316423481,0.7238240456669011,bcg_y,,,2.259999999999991
OXFORD_mv000036,154100,154100,270.5,273.16,2.660000000000025,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0036,BCG_3AXIS,False,unfiltered,,0.0893340705304042,0.2078378458568681,0.2033612430538952,0.0423225447678469,0.0017911977956264,10.622146865674074,0.0079805761575312,6.7669172932330826,4.302476446103862,0.0022495714363737,0.4219884932005128,0.6735994354785085,bcg_y,,,3.896000000000015
OXFORD_mv000037,154100,154100,273.912,274.462,0.5500000000000114,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0037,BCG_3AXIS,False,unfiltered,,0.1162935228849796,0.2048791241979619,0.1870452402344565,0.0474838646936044,0.0022547174062405,3.7326746363397993,0.0135241834649992,7.246376811594202,7.798730259221245,0.0006923704983815,0.2715608456035369,0.9017878089865556,bcg_y,,,0.7519999999999527
OXFORD_mv000038,154100,154100,275.768,279.374,3.6060000000000514,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0038,BCG_3AXIS,False,unfiltered,,0.0974460028380634,0.2572076322497982,0.2528554379599689,0.0481130414815218,0.0023148647606026,17.130285138285018,0.0094957234691158,1.1086474501108647,3.898024985999247,0.0036461952429938,0.4644293804594961,0.5715113739835982,bcg_y,,,1.3059999999999832
OXFORD_mv000039,154100,154100,301.8,302.124,0.3240000000000123,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0039,BCG_3AXIS,False,unfiltered,,0.0713527288168508,0.1016850920440627,0.0877682951943866,0.0261503963598905,0.0006838432297793,0.8298675412666028,0.005091211909611,6.172839506172839,6.977581691793065,0.0001150400817638,0.2822411493179539,0.9293730815762298,bcg_y,,,22.425999999999988
OXFORD_mv000040,154100,154100,302.634,303.606,0.97199999999998,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0040,BCG_3AXIS,False,unfiltered,,0.0745701178505327,0.1439458523063711,0.1260781988504573,0.029424523493764,0.000865802582835,2.7080621059300203,0.0055607024762423,8.23045267489712,6.940947688568859,0.000219839407288,0.4021555233655597,0.566578227755219,bcg_y,,,0.5099999999999909
OXFORD_mv000041,154100,154100,304.652,306.992,2.340000000000032,OXFORD,OXFORD_154100_BCG_3AXIS_seg0001_c0041,BCG_3AXIS,False,unfiltered,,0.0686616554357545,0.1913840956217873,0.183660882510588,0.030501673787989,0.0009303521038689,5.520589247725762,0.0047144229271782,0.8547008547008548,4.00048383216819,0.001215888522573,0.432849217906239,0.5427520292770623,bcg_y,,,1.0459999999999923
OXFORD_mv000042,450569,450569,0.0,0.948,0.948,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0001,BCG_3AXIS,False,unfiltered,,0.0646080271615555,0.2060008284421308,0.2015559800688487,0.043582954767679,0.0018994739462815,1.98274365751144,0.0041741971737082,2.109704641350211,5.182642784435622,0.0004469895362134,0.3731096614422188,0.5363889538383012,bcg_z,,,
OXFORD_mv000043,450569,450569,18.406,20.208,1.802,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0002,BCG_3AXIS,False,unfiltered,,0.038213778297173,0.0861738407659654,0.083618958797708,0.0152867029916413,0.0002336832883546,1.317184152274434,0.0014602928517454,1.1086474501108647,4.049410106939563,0.0001826708315882,0.3545861954171358,0.3921159870072814,bcg_y,,,17.458
OXFORD_mv000044,450569,450569,23.506,24.714,1.2079999999999984,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0003,BCG_3AXIS,False,unfiltered,,0.0347489620715749,0.083533846529169,0.0801288907295342,0.0144643227164431,0.0002092166316454,0.7305316708563123,0.0012074903650517,1.6556291390728477,8.217588822004755,9.48018665641865e-05,0.4805628645510588,0.4431323404073943,bcg_z,,,3.298000000000002
OXFORD_mv000045,450569,450569,25.352,29.398,4.045999999999999,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0004,BCG_3AXIS,False,unfiltered,,0.0304360436657799,0.099220100823395,0.0955102941358851,0.0128217388706826,0.0001643969876679,1.87493797414713,0.0009263527540252,1.976284584980237,5.87510335801808,0.0003113687664245,0.5295582081115715,0.4690559435009787,bcg_x,,,0.6380000000000017
OXFORD_mv000046,450569,450569,30.654,31.484,0.8300000000000018,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0005,BCG_3AXIS,False,unfiltered,,0.0293029023069152,0.0559168918034609,0.0473416764757608,0.0125686832773412,0.0001579717993261,0.3572025947811848,0.0008586600836086,4.807692307692308,10.277222716283037,4.567824923314656e-05,0.4740265147777013,0.4629530939321812,bcg_z,,,1.2560000000000002
OXFORD_mv000047,450569,450569,35.632,39.624,3.992000000000005,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0006,BCG_3AXIS,False,unfiltered,,0.0401517821753648,0.1198836758336102,0.1173837863157804,0.0209941284184235,0.0004407534280492,3.219494726880322,0.0016121656118579,0.501002004008016,5.380895417461961,0.0009001336973074,0.5069119769463033,0.5976744443783927,bcg_x,,,4.147999999999996
OXFORD_mv000048,450569,450569,141.862,142.83,0.9680000000000176,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0007,BCG_3AXIS,False,unfiltered,,0.0276305664091539,0.0647527758222877,0.0639534933106264,0.0139335595298943,0.0001941440811731,0.3702723770439723,0.0007634482000906,2.066115702479339,10.159508851227512,3.85821077477827e-05,0.5175601038861248,0.5246517896388636,bcg_x,,,102.238
OXFORD_mv000049,450569,450569,143.47,144.328,0.8580000000000041,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0008,BCG_3AXIS,False,unfiltered,,0.0394749428287093,0.0788093021225513,0.0750334442720594,0.0166036015428499,0.0002756795841937,0.6700565778718459,0.0015582711113298,4.651162790697675,8.382149257255026,0.0001133312474131,0.4277074756946038,0.467883086336428,bcg_x,,,0.6399999999999864
OXFORD_mv000050,450569,450569,148.214,149.062,0.8480000000000132,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0009,BCG_3AXIS,False,unfiltered,,0.0271207287812968,0.0716944462881959,0.0680314706353208,0.0167976646933504,0.0002821615391502,0.3126019200921816,0.0007355339296286,2.358490566037736,8.084863812723327,3.2525108655704264e-05,0.4642599531028881,0.5670772704190259,bcg_z,,,3.8859999999999957
OXFORD_mv000051,450569,450569,151.472,152.37,0.8979999999999961,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0010,BCG_3AXIS,False,unfiltered,,0.0359914464789798,0.0756494830183313,0.0722329713596051,0.017842227411032,0.0003183450789869,0.5829228988421707,0.0012953842196492,4.444444444444445,5.959485206143504,0.0001121544569752,0.3610809901566006,0.4237433244587008,bcg_x,,,2.4099999999999966
OXFORD_mv000052,450569,450569,153.11,156.29,3.1799999999999784,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0011,BCG_3AXIS,False,unfiltered,,0.0270856247294532,0.072091593913069,0.071167641104619,0.0143234689652472,0.0002051617631984,1.1672070275727662,0.0007336310669847,3.7735849056603774,7.693503732168799,0.0003096677283891,0.5535242132031303,0.3377027955365377,bcg_z,,,0.7400000000000091
OXFORD_mv000053,450569,450569,158.664,159.54,0.8760000000000048,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0012,BCG_3AXIS,False,unfiltered,,0.0294570301638493,0.0672485283825994,0.0609300455170843,0.0123515768877108,0.000152561451613,0.3809275988464565,0.0008677166260739,2.2831050228310503,9.159568819406624,2.7171287500748063e-05,0.4717759680646544,0.3656844835346395,bcg_z,,,2.3739999999999952
OXFORD_mv000054,450569,450569,165.798,166.65,0.8520000000000039,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0013,BCG_3AXIS,False,unfiltered,,0.0268786163614388,0.0724321376242243,0.0705798356084118,0.0162426986339342,0.0002638252589128,0.3084904274748085,0.0007224600175054,2.347417840375587,7.687540487910726,2.866593216663889e-05,0.4654519558207906,0.4305697870995965,bcg_z,,,6.25800000000001
OXFORD_mv000055,450569,450569,182.17,182.688,0.5180000000000007,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0014,BCG_3AXIS,False,unfiltered,,0.0328083684161961,0.0575142161652851,0.0487542083672236,0.011805494656541,0.0001393697040856,0.2798611499145433,0.0010763890381328,3.846153846153846,6.805112247692183,1.659588266743644e-05,0.3722269760650994,0.6061897399711348,bcg_x,,,15.519999999999982
OXFORD_mv000056,450569,450569,196.212,198.06,1.8480000000000127,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0015,BCG_3AXIS,False,unfiltered,,0.024252319662181,0.0579630573290603,0.0554510385120639,0.0114649149372316,0.0001314442745179,0.5440618833218667,0.0005881750089966,2.1645021645021645,7.9585350436094355,0.000107121739517,0.5307953929388831,0.3940637683587479,bcg_x,,,13.524000000000001
OXFORD_mv000057,450569,450569,199.782,200.708,0.9259999999999876,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0016,BCG_3AXIS,False,unfiltered,,0.0269059501223339,0.0660887231140538,0.0647053191676339,0.012842500029551,0.000164929807009,0.3359035905212817,0.0007239301519855,6.46551724137931,9.324708009117748,2.509894772174677e-05,0.5131138496733884,0.6083221467234877,bcg_x,,,1.7220000000000084
OXFORD_mv000058,450569,450569,219.9,221.918,2.0180000000000007,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0017,BCG_3AXIS,False,unfiltered,,0.0529961008103731,0.1402540043593751,0.1380062337111328,0.0299067926132744,0.0008944162444134,2.836672568114269,0.0028085867011032,0.99009900990099,4.747583026908151,0.0011127723038697,0.4283742532467964,0.520778610864434,bcg_x,,,19.192000000000007
OXFORD_mv000059,450569,450569,226.176,227.86,1.684000000000026,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0018,BCG_3AXIS,False,unfiltered,,0.0219573725615637,0.0569511004252626,0.0556187536654901,0.0105785114058608,0.0001119049035639,0.4064323948675641,0.0004821262098073,2.375296912114014,6.335422910169554,7.557094371086633e-05,0.4802991386757316,0.5203913209276145,bcg_x,,,4.257999999999981
OXFORD_mv000060,450569,450569,255.456,255.82,0.3640000000000043,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0019,BCG_3AXIS,False,unfiltered,,0.0361134679821515,0.0571803661594847,0.0370139020284759,0.0094047511951517,8.84493450427092e-05,0.2386654102547125,0.0013041825696978,5.494505494505495,14.525796585589315,5.527977510701832e-06,0.4634388570520092,0.4646186415455978,bcg_x,,,27.595999999999975
OXFORD_mv000061,450569,450569,257.492,257.938,0.4459999999999695,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0020,BCG_3AXIS,False,unfiltered,,0.0235739110080414,0.0469363476873063,0.0419164269061437,0.0112143366483669,0.0001257613464629,0.1244833587681725,0.000555729280215,4.464285714285714,9.312831104788645,1.1223623555781598e-05,0.3914582492518056,0.6648112784212908,bcg_x,,,1.6720000000000255
OXFORD_mv000062,450569,450569,258.456,259.378,0.9219999999999686,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0021,BCG_3AXIS,False,unfiltered,,0.0294562405860448,0.0739625458418903,0.0707240461933359,0.0139806794480719,0.0001954593978297,0.4008635905718849,0.0008676701094629,2.1645021645021645,8.96717832101631,9.746437458700891e-05,0.4627556488361484,0.4917323722905772,bcg_x,,,0.5180000000000291
OXFORD_mv000063,450569,450569,265.456,266.358,0.9019999999999868,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0022,BCG_3AXIS,False,unfiltered,,0.0268413178868365,0.0489219491692825,0.0441260301561422,0.0123616093798106,0.000152809386459,0.3256462683477994,0.0007204563459022,2.2123893805309733,6.277332391000465,4.057554780044766e-05,0.4120323092544212,0.5377129667710038,bcg_x,,,6.078000000000031
OXFORD_mv000064,450569,450569,268.766,269.93,1.1639999999999873,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0023,BCG_3AXIS,False,unfiltered,,0.0288855702001456,0.0647411906291847,0.057920005793079,0.0103580288274913,0.0001072887611911,0.4864413046541373,0.0008343761657875,3.436426116838488,7.659441625096691,3.887670260685007e-05,0.4540728560517392,0.6313089558222258,bcg_x,,,2.4080000000000155
OXFORD_mv000065,450569,450569,270.764,271.804,1.0399999999999636,OXFORD,OXFORD_450569_BCG_3AXIS_seg0001_c0024,BCG_3AXIS,False,unfiltered,,0.0326544341374502,0.0691601965462393,0.0637997292012876,0.0125117240146141,0.0001565432378178,0.5555485878641152,0.001066312068837,1.923076923076923,6.842261558562391,7.760042014573395e-05,0.4320043861838064,0.4000430131343385,bcg_y,,,0.8340000000000032
