movement_id,subject_id,record_id,start_time,end_time,duration,dataset,candidate_id,sensor_id,artifact_filtered,filter_method,artifact_probability,primary_rms,primary_peak,primary_peak_to_peak,primary_std,primary_variance,primary_energy,primary_mean_energy,primary_dominant_frequency_hz,primary_spectral_centroid_hz,primary_band_power,primary_spectral_entropy,primary_directional_consistency,resultant_direction,secondary_rms,secondary_peak,secondary_zero_crossing_rate,sensors_involved,max_sensor_overlap_fraction,inter_event_interval_seconds
FOUR_IMU_mv000570,record_1,record_1,514.2346470355988,514.6679940223694,0.4333469867706299,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0017_c0017,IMU3,True,trained_model,0.2466666666666666,250.46138746493236,401.40760174963145,294.9170305155941,86.44360106158229,7472.49616449399,878232.6925520254,62730.90661085896,,,,,0.6676547868025101,az,608.9588779319539,1010.9092515404444,0.8461538461538461,1.0,0.4916314175596216,0.2907619065987319
FOUR_IMU_mv000571,record_1,record_1,523.1556940078735,523.5805439949036,0.4248499870300293,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0018_c0001,IMU3,True,trained_model,0.0033333333333333,183.23905649878432,322.6450040054404,262.82010880685067,86.45331556510567,7474.175772199741,436495.1737453408,33576.551826564675,,,,,0.5887543676623405,az,89.68901180286502,172.1025574217112,0.5,1.0,0.5519784505738096,-0.18687292112645082
FOUR_IMU_mv000572,record_1,record_1,581.6532459259033,582.3798780441284,0.7266321182250977,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0019_c0002,IMU3,True,trained_model,0.4466666666666666,409.3054014981845,1249.0131362150682,1170.4891997452526,256.95803739114456,66027.43297990886,3685680.057302979,167530.91169558995,3.75,6.708279009509051,42971.923438604,0.8952897835158541,0.7061999633325298,az,156.8568372672862,328.7594809411506,0.4285714285714285,0.0,0.0,14.829469896903333
FOUR_IMU_mv000573,record_1,record_1,589.0513150691986,589.4693329334259,0.4180178642272949,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0019_c0004,IMU3,True,trained_model,0.0166666666666666,235.963678314696,327.4780189487208,226.2492310997696,69.86874633074868,4881.641713830508,723825.1472894175,55678.85748380135,,,,,0.4479994330001826,ay,132.48763622374537,218.70161598203245,0.3333333333333333,1.0,0.5950485200998805,6.67143702507019
FOUR_IMU_mv000574,record_1,record_1,703.258975982666,703.6124610900879,0.353485107421875,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0019_c0009,IMU3,True,trained_model,0.0166666666666666,232.0646863030934,387.2507486524132,287.67784410831683,96.36068762356604,9285.382119286473,592394.2049184847,53854.01862895315,,,,,0.4746536896871121,ay,219.7774933202576,362.0543428608525,0.5,3.0,1.0,1.9017338536660873
FOUR_IMU_mv000575,record_1,record_1,811.6094229221344,812.1489551067352,0.5395321846008301,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0001,IMU3,True,trained_model,0.45,310.5213151887398,543.3008882771837,392.1911144348719,108.76170149038074,11829.10771108269,1639199.2821712592,96423.48718654466,1.875,3.5254368927601334,2405.923371186895,0.7858027807521943,0.4300563160302316,ax,235.4043042104469,460.74135913130186,0.375,1.0,1.0,9.71030279313436
FOUR_IMU_mv000576,record_1,record_1,855.9832220077515,856.4799020290375,0.4966800212860107,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0003,IMU3,True,trained_model,0.05,307.69714190795054,485.920545093939,364.0387592185037,113.00083365642504,12769.18840704704,1420162.967074822,94677.53113832146,,,,,0.4483174941300671,az,245.90592626947927,465.43430135447306,0.3571428571428571,1.0,0.5693945018953768,-0.2844400212485425
FOUR_IMU_mv000577,record_1,record_1,878.607549905777,878.908411026001,0.300861120223999,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0004,IMU3,True,trained_model,0.14,297.88066743360383,390.6642409449679,249.46145924851464,87.36571286893687,7632.7677850975215,887328.9203068928,88732.89203068928,,,,,0.4401363025280047,ax,187.2561353385881,312.31340475541566,0.1111111111111111,0.0,0.0,22.127647876739502
FOUR_IMU_mv000578,record_1,record_1,889.7766909599304,890.192929983139,0.4162390232086181,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0005,IMU3,True,trained_model,0.4733333333333333,458.26287442839913,585.0956008832891,378.05108335541934,97.81077871607538,9566.948433045063,2730063.207031923,210004.86207937868,,,,,0.4944880177438018,ax,503.0854203077653,1061.006295785881,0.3333333333333333,3.0,1.0,2.209725830930438
FOUR_IMU_mv000579,record_1,record_1,908.4190158843994,908.9945609569552,0.5755450725557694,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0006,IMU3,True,trained_model,0.0833333333333333,268.70794514708734,583.3416271418922,508.4131461987421,147.2665900708687,21687.44855110128,1299671.276133062,72203.9597851701,1.875,4.910038818658136,2731.598028839075,0.8036013987628705,0.5238506901541996,ay,80.10370567516003,156.7840272097006,0.2941176470588235,1.0,0.1608737491255522,0.49296188354503556
FOUR_IMU_mv000580,record_1,record_1,949.4168469905854,950.029011964798,0.6121649742125328,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0008,IMU3,True,trained_model,0.0933333333333333,216.09399914200023,514.5801057099194,448.6888130956476,113.36723712191714,12852.13045265699,887235.7128384733,46696.6164651828,1.875,4.055141386118512,3321.807125839783,0.7917753342434708,0.7721798760898299,ay,118.5672912687862,189.6261984063589,0.3333333333333333,3.0,1.0,21.098424961585465
FOUR_IMU_mv000581,record_1,record_1,951.1577339172362,952.6348230838774,1.4770891666412354,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0009,IMU3,True,trained_model,0.3366666666666666,284.275746686828,524.092462073684,478.9671455073525,116.97707687353454,13683.636513876809,3555758.806791558,80812.70015435359,4.090909090909092,5.7827751228448685,7861.281037248803,0.8280892409291314,0.708328329785929,ay,119.44107588332876,251.9313631305421,0.4651162790697674,3.0,1.0,1.1287219524382408
FOUR_IMU_mv000582,record_1,record_1,963.108700990677,963.6658380031586,0.5571370124815758,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0026_c0010,IMU3,True,trained_model,0.3466666666666667,275.6754291934599,427.3102282242804,363.8662753237277,97.09066694345049,9426.597607524029,1291948.0184369711,75996.9422609983,3.75,4.9485141391197685,5140.364518802763,0.6635675003211268,0.4714646478406778,az,218.8914347770724,331.3319394060184,0.25,3.0,1.0,10.473877906799544
FOUR_IMU_mv000583,record_1,record_1,1027.9125859737396,1028.3151021003723,0.4025161266326904,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0027_c0002,IMU3,True,trained_model,0.37,631.6799667127209,1343.287651511251,1234.614212518802,415.8907175724404,172965.0889629194,5187254.544500395,399019.5803461842,,,,,0.6972520515844686,ax,408.6090096468111,1015.2152912681128,0.3333333333333333,0.0,0.0,4.360655944739619
FOUR_IMU_mv000584,record_1,record_1,1074.7309498786926,1075.1056830883026,0.3747332096099853,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0027_c0004,IMU3,True,trained_model,0.02,268.29288374842787,394.93075003406295,335.4949961795237,96.1859995194671,9251.746503558925,863772.8576405691,71981.07147004742,,,,,0.5248305192945502,az,163.27635056334756,262.00782126367034,0.5454545454545454,0.0,0.0,7.970361948013533
FOUR_IMU_mv000585,record_1,record_1,1229.506864070892,1229.8076100349426,0.3007459640505203,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0028_c0005,IMU3,True,trained_model,0.1533333333333333,379.4405117243044,449.3879369921238,176.02826726991543,52.26870437097674,2732.0174566205637,1439751.0193760197,143975.10193760198,,,,,0.6287591780500109,ay,373.84365382887614,586.0852653259834,0.4444444444444444,3.0,1.0,7.116368055343401
FOUR_IMU_mv000586,record_1,record_1,1474.2704548835754,1474.5900530815125,0.3195981979370117,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0031_c0001,IMU3,True,trained_model,0.0033333333333333,187.947175053774,353.4738612587197,258.2848766360729,82.64758493412863,6830.623295444006,353241.40610693954,35324.140610693954,,,,,0.5857744190074614,ay,130.29064109582117,223.11737012988084,0.4444444444444444,0.0,0.0,4.372020854575339
FOUR_IMU_mv000587,record_1,record_1,1547.9614279270172,1548.5275490283966,0.5661211013793945,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0031_c0004,IMU3,True,trained_model,0.3333333333333333,230.41158245059864,411.48642837390446,351.02665077594366,108.34925369481016,11739.560776222335,902521.4545656132,53089.49732738901,1.875,2.893531131610413,2680.722606853675,0.6665688695705286,0.5451424832309968,ax,136.63800677223108,364.5593344381078,0.0625,2.0,1.0,-0.5859671019829875
FOUR_IMU_mv000588,record_1,record_1,1595.2374169826503,1595.728234052658,0.4908170700077789,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0032_c0002,IMU3,True,trained_model,0.0,194.90623184113,336.14648338895523,298.3684557544259,89.08836354816718,7936.736519690402,569826.5881576249,37988.43921050833,,,,,0.443281374218882,az,57.95879470582724,149.55835440523344,0.2857142857142857,0.0,0.0,45.044128953650215
FOUR_IMU_mv000589,record_1,record_1,1887.6889181137085,1888.106244087219,0.4173259735105148,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0040_c0005,IMU3,True,trained_model,0.25,344.87356484600974,489.1691350148175,389.39046275641147,119.00071157234696,14161.16935472491,1546191.0844847334,118937.77572959488,,,,,0.6204245057117774,ay,366.4714921655154,699.9395889640788,0.4166666666666667,3.0,1.0,3.988930225372542
FOUR_IMU_mv000590,record_1,record_1,1987.82208609581,1988.4109199047089,0.5888338088989258,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0041_c0001,IMU3,True,trained_model,0.35,259.7127909757945,350.3544496884954,223.900124126886,77.9166108272549,6070.998242805897,1214113.208335861,67450.73379643673,5.625,7.081462509961555,2191.5357525658023,0.6620636884445065,0.5986527574141924,ay,236.4811843934972,373.39666214557246,0.1764705882352941,3.0,1.0,0.3086891174316406
FOUR_IMU_mv000591,record_1,record_1,1993.967341899872,1994.568185091019,0.6008431911468506,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0041_c0002,IMU3,True,trained_model,0.34,265.80851872901684,420.2368008278388,289.8578699806552,81.6407168438722,6665.2066467813165,1342429.203949368,70654.16862891409,3.75,7.447720496818468,1013.0824776408468,0.8600430664770624,0.4974944171586928,ay,177.6319104750583,419.5183648303976,0.3888888888888889,3.0,1.0,5.556421995163191
FOUR_IMU_mv000592,record_1,record_1,2021.2987649440763,2022.196315050125,0.897550106048584,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0042_c0001,IMU3,True,trained_model,0.4766666666666667,254.80513804463743,478.99029904859856,424.1376196428339,99.1185650297975,9824.489933566194,1752992.776096562,64925.65837394674,3.75,4.459329968250636,6561.184747663874,0.7488359117923986,0.4027981871925803,ay,192.38342101727747,295.4552717125984,0.3076923076923077,2.0,0.5296329116686317,7.649437915076305
FOUR_IMU_mv000593,record_1,record_1,2046.9867808818813,2047.270450115204,0.2836692333225983,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0043_c0001,IMU3,True,trained_model,0.01,382.1241645603084,497.2212546744297,255.81345288148003,79.23086467322604,6277.529916867057,1314169.894268223,146018.87714091368,,,,,0.3898364529878068,ay,237.8532772263303,344.6766263981156,0.375,3.0,1.0,24.790465831756364
FOUR_IMU_mv000594,record_1,record_1,2048.8102810382843,2049.468971967697,0.6586909294128418,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0043_c0002,IMU3,True,trained_model,0.3533333333333333,263.96668867987955,440.7879017518987,386.4823101865552,107.47632738616926,11551.160948419036,1393568.254652409,69678.41273262046,9.375,8.207346896954272,3324.711372562889,0.8635099007118128,0.5359975173300746,az,146.75349501532335,262.54691491078506,0.5789473684210527,1.0,0.8466640123058882,-0.28619885444641113
FOUR_IMU_mv000595,record_1,record_1,2196.683343887329,2197.142642021179,0.4592981338500976,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0044_c0004,IMU3,True,trained_model,0.05,204.4443373343282,400.9434585131779,331.77648552500136,99.534439873813,9907.104720993691,585164.8189530161,41797.48706807258,,,,,0.4542379923891482,ay,76.93947527685707,129.6740940871277,0.5384615384615384,0.0,0.0,3.965696858329011
FOUR_IMU_mv000596,record_1,record_1,2201.22545003891,2201.496401071548,0.270951032638095,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0044_c0005,IMU3,True,trained_model,0.0,244.5160499734067,347.0201659882829,321.3049040094016,108.91461124513108,11862.392542678035,538092.8882513777,59788.09869459752,,,,,0.4758768626436332,az,95.3925277321028,188.21219570365025,0.5,0.0,0.0,2.084659009909956
FOUR_IMU_mv000597,record_1,record_1,2212.669898033142,2213.1700909137726,0.5001928806304932,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0044_c0007,IMU3,True,trained_model,0.4333333333333333,278.0682211073988,495.7141941204679,431.1839608821148,132.16790520290843,17468.35516572499,1237150.969437332,77321.93558983324,1.875,4.843511198706536,6488.410267814963,0.8130065524362445,0.3901288544869513,ay,203.8928689119055,306.9201188050898,0.2,2.0,1.0,6.265963004142122
FOUR_IMU_mv000598,record_1,record_1,2300.2642951011658,2300.6720809936523,0.4077858924865722,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0045_c0002,IMU3,True,trained_model,0.0466666666666666,183.16189622145103,321.46350545621056,240.29360139766652,75.4328426935619,5690.113756831654,436127.6429566889,33548.28022743761,,,,,0.6191275034377866,az,42.137804026235074,82.04195591824578,0.25,1.0,0.2260767955259494,15.591276072165783
FOUR_IMU_mv000599,record_1,record_1,2313.8042120933533,2314.116408109665,0.3121960163116455,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0045_c0004,IMU3,True,trained_model,0.0,199.224003979424,320.2413989843396,247.6197988666682,82.92815006484194,6877.0780731769455,396902.0376159354,39690.20376159354,,,,,0.6600432941773072,az,97.12735685073264,200.46675269222283,0.4444444444444444,0.0,0.0,13.132131099700928
FOUR_IMU_mv000600,record_1,record_1,2315.722157001496,2316.2548229694366,0.5326659679408294,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0045_c0005,IMU3,True,trained_model,0.09,187.07925857422657,340.3439083351171,265.17014145592617,78.802393876475,6209.817280663105,559978.3838189172,34998.648988682326,1.875,5.025835085332756,931.2332152413128,0.8427706873626476,0.4497687226595581,az,101.0143937091577,206.58722037432705,0.3333333333333333,0.0,0.0,1.605748891830899
FOUR_IMU_mv000601,record_1,record_1,2408.766881942749,2409.171247959137,0.4043660163879394,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0045_c0007,IMU3,True,trained_model,0.01,165.35762239402476,310.9363059275857,288.9140834506704,87.12854351539518,7591.383095114112,355460.86268946336,27343.143283804875,,,,,0.5685246232809306,ax,124.38319665441152,243.9912313418178,0.5833333333333334,1.0,0.0981266591229358,12.300783913749001
FOUR_IMU_mv000602,record_1,record_1,2416.627203941345,2416.98217010498,0.3549661636347991,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0046_c0001,IMU3,True,trained_model,0.0066666666666666,184.67101131757408,320.3747107669392,232.01956363011487,74.68066557691392,5577.201811010856,375137.2066316113,34103.382421055576,,,,,0.3831059830277278,az,111.68176790175096,215.71714056456145,0.5,1.0,0.1671204011318772,7.455955982208252
FOUR_IMU_mv000603,record_1,record_1,2472.072412014008,2472.671329975128,0.5989179611201507,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0048_c0001,IMU3,True,trained_model,0.3266666666666666,292.2845768041184,439.70096623471454,392.88917284049023,109.25302515065414,11936.223504569463,1537744.9290761268,85430.27383756259,5.625,6.372838884685368,5607.611583190025,0.8006577362747455,0.6344402577652275,ay,212.8903925178404,337.2081657988357,0.2352941176470588,1.0,0.0678073085603497,20.08577998500823
FOUR_IMU_mv000604,record_1,record_1,2519.506879091263,2520.2151770591736,0.7082979679107666,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0049_c0001,IMU3,True,trained_model,0.1233333333333333,180.43037258903144,350.18475707323944,312.5683116094895,79.07220698452757,6252.41391740397,716212.6257575677,32555.119352616715,1.875,5.8534034424353925,1233.1590087304744,0.8456958664039519,0.5870567174262217,az,90.54227574907564,204.1662949651264,0.238095238095238,0.0,0.0,7.790391062262643
FOUR_IMU_mv000605,record_1,record_1,2520.8627259731293,2522.398977994919,1.5362520217895508,FOUR_IMU,FOUR_IMU_record_1_IMU3_seg0049_c0002,IMU3,True,trained_model,0.3266666666666666,180.63092029283547,386.94388219823736,335.3582884929134,80.97246145946535,6556.539514804601,1500866.3508284872,32627.52936583668,2.608695652173913,5.936703880781988,3687.978322809775,0.9198890669246144,0.4578342153871705,ay,129.82756702797326,260.0466408859082,0.4444444444444444,1.0,0.2845770054645077,0.6475489139556885
